@relation train
@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute type {1,2,3,4,5,6,7}
@data
97.893,94.194,97.48,5
51.946,52.175,58.598,5
66.244,66.626,77.747,5
97.893,94.194,97.48,5
97.893,94.194,97.48,5
97.108,92.371,114.15,5
94.833,89.444,101.33,5
63.281,60.528,77.247,5
95.068,92.672,102.8,5
98.885,99.077,121.73,5
101.79,97.513,105.47,5
98.726,95.34,112.2,5
97.893,94.194,97.48,5
97.893,94.194,97.48,5
111.96,118.22,127.59,5
97.893,94.194,97.48,5
93.119,85.564,94.804,5
97.893,94.194,97.48,5
83.733,78.445,91.125,5
97.893,94.194,97.48,6
0,0,0,6
83.389,61.091,67.768,7
38.211,37.407,39.699,7
209.87,211,203.65,1
209.99,211.63,204,1
209.79,214.44,203.21,1
236.94,236.88,234.02,1
79.053,79.233,69.371,2
103.66,102.91,91.729,2
103.66,102.91,91.729,2
21.296,20.373,8.6031,2
58.178,60.554,48.898,2
80.775,79.288,70.93,2
60.381,61.912,50.161,2
34.52,30.189,24.916,3
35.091,28.591,20.487,3
63.258,56.149,39.903,3
74.012,62.889,48.81,3
83.179,69.491,56.378,3
103.66,102.91,91.729,3
104.93,102.95,87.9,3
103.66,102.91,91.729,3
52.8,46.379,39.869,4
56.356,49.356,43.356,4
103.66,102.91,91.729,5
34.633,34.875,27.699,5
98.764,95.215,90.935,5
103.66,102.91,91.729,5
69.877,71.105,63.029,5
85.034,85.246,75.598,5
141.48,131.7,112.02,2
0,0,0,2
153.4,128.58,127.83,3
153.4,128.58,127.83,3
153.4,128.58,127.83,3
153.4,128.58,127.83,5
153.4,128.58,127.83,5
119.8,107.58,104.39,5
140.95,142.99,128.79,5
150.07,167.57,171.34,5
151.49,144.68,142.95,5
16.745,9.6078,13.995,6
0,0,0,6
132.27,123.81,124.83,3
123.32,106.34,118.68,3
122.11,117.41,123.61,3
138,114.05,111.23,3
162,144.9,151.44,3
201.65,216.79,241.83,5
78.057,83.854,99.614,5
122.11,117.41,123.61,5
121.82,127.93,149.1,5
154.9,159.01,196.27,5
65.27,65.384,75.272,5
61.132,56.868,61.414,5
34.878,37.538,46.011,6
27.577,28.762,41.705,6
220.07,221.06,216.75,1
220.06,221.06,216.75,1
143.87,133.47,134.28,2
0,0,0,2
143.87,133.47,134.28,3
143.87,133.47,134.28,3
187.41,162.91,165.65,3
130.92,105.64,106.54,3
159.75,137.25,132.75,3
22.732,21.861,24.525,5
28.251,32.623,47.468,5
10.173,15.066,28.36,5
23.13,23.87,34.174,5
67.371,64.169,71.165,6
0,0,0,6
239.46,238.43,239.27,2
244.07,242.85,244.2,2
251.61,251.51,251.81,2
104.5,87.586,92.12,3
79.164,65.566,62.696,3
85.866,80.052,84.986,3
97.267,79.7,83.753,3
32.186,26.629,30.854,3
112.03,95.874,106.85,3
85.866,80.052,84.986,3
87.738,72.666,78.39,3
85.866,80.052,84.986,5
51.176,46.557,62.583,5
27.816,25.774,36.587,5
19.83,18.422,22.016,5
23.262,22.452,28.883,6
0,0,0,6
253.27,253.41,253.44,1
254,254,254,1
253.98,253.98,253.98,1
73.914,68.914,60.664,2
88.672,82.152,76.896,2
102.21,84.411,72.929,3
88.672,82.152,76.896,3
88.672,82.152,76.896,3
109.93,97.957,88.054,3
88.672,82.152,76.896,3
83.413,73.651,63.51,3
88.672,82.152,76.896,5
19.142,18.157,21.519,5
29.629,29.21,31.632,5
64.316,60.178,57.505,5
17.464,16.183,19.208,5
44.177,36.061,36.905,5
253.97,253.97,253.96,1
254.01,253.99,254,1
244.52,250.78,252.14,1
20.208,20.564,20.162,2
53.289,52.56,47.156,2
73.872,71.072,64.635,2
96.182,84.294,67.168,3
76.957,67.909,49.772,3
73.872,71.072,64.635,3
73.872,71.072,64.635,3
75.461,61.351,52.908,3
50.024,39.831,33.505,3
40.573,34.453,27.666,5
31.501,29.357,31.246,5
73.872,71.072,64.635,5
22.065,20.561,21.947,5
23.484,23.176,27.751,5
23.98,19.561,14.801,7
0,0,0,7
253.9,253.9,253.9,1
253.98,253.98,253.98,1
254,254,254,1
129.36,128.13,126.06,2
91.948,95.467,91.779,2
81.786,86.954,74.934,2
129.36,128.13,126.06,3
129.36,128.13,126.06,3
129.36,128.13,126.06,3
129.36,128.13,126.06,3
132.36,123.48,113.97,3
129.36,128.13,126.06,5
44.486,45.481,50.86,5
44.138,43.19,48.19,5
37.586,36.575,43.19,5
82.621,79.053,79.325,5
129.36,128.13,126.06,5
251.14,249.92,250.34,1
254,254,253.93,1
106.43,106.06,103.83,2
67.473,70.893,66.706,2
136.1,133.33,132.21,3
136.1,133.33,132.21,3
168.26,164.55,150.01,3
199.4,187.79,182.74,3
152.84,142.94,133.89,3
136.1,133.33,132.21,5
59.538,55.13,60.214,5
136.1,133.33,132.21,5
94.707,90.281,102.76,5
136.1,133.33,132.21,5
47.754,47.519,53.134,5
39.111,37.401,43.833,5
106.89,104.26,106.51,5
35.827,34.991,40.514,5
136.1,133.33,132.21,5
66.247,60.073,59.635,7
0,0,0,7
253.81,254.2,253.96,1
0,0,0,1
57.375,60.706,55.226,2
74.521,75.093,67.908,2
56.317,47.306,48.817,2
63.627,66.044,61.243,2
118.92,117.49,112.99,3
169.17,152.11,140.41,3
133.43,133.79,116.53,3
148.06,135.34,125.6,3
100.74,96.639,90.976,3
118.92,117.49,112.99,3
58.987,54.627,53.726,5
55.77,53.733,55.548,5
46.543,40.965,41.802,5
40.902,39.797,42.681,5
40.583,40.034,46.477,7
0,0,0,7
76.267,84.382,60.588,2
72.796,74.747,57.377,2
81.847,87.225,71.784,2
215.63,195.7,155.97,3
147.27,118.13,87.338,3
162.23,132.31,102.31,3
180.06,170.06,158.16,3
164.6,154.74,144.03,3
187.18,175.43,165.16,3
200.95,164.12,135,3
151.8,141.24,135.45,5
71.222,72.222,75.833,5
206.59,212.16,225.29,5
110.55,112.7,117.48,5
59.102,59.349,58.579,5
207.42,214.36,224.35,5
150.71,155.2,162.22,5
211.47,221.34,230.34,5
55.008,51.377,52.279,5
63.771,59.026,57.493,5
124.56,117.54,108.82,5
133.48,128.65,143.33,5
124.56,117.54,108.82,5
44.376,37.073,33.504,5
124.56,117.54,108.82,5
214.22,213.91,205.19,1
0,0,0,1
186.71,164.45,155.64,2
0,0,0,2
171.8,147.2,144,3
147.47,128.66,119.63,3
139.45,126.52,121.27,3
139.45,126.52,121.27,3
139.45,126.52,121.27,3
139.45,126.52,121.27,3
139.45,126.52,121.27,3
192.88,185.88,193.88,3
139.45,126.52,121.27,5
45.009,42.671,47.764,5
50.208,47.28,52.539,5
45.488,43.805,51.489,5
139.45,126.52,121.27,5
42.751,38.722,42.613,5
31.766,31.758,33.721,5
32.054,32.724,37.266,5
139.45,126.52,121.27,5
66.129,63.247,67.415,5
208.46,210.81,201.89,1
208.42,210.85,201.82,1
248.97,254.97,244.97,1
153.86,130.01,116.44,3
113.52,107.11,100.67,3
113.52,107.11,100.67,3
113.52,107.11,100.67,3
103.19,85.253,61.768,3
163.49,155.78,151.98,3
145.59,127.55,109.71,3
200.11,177.71,150.27,3
136.45,115.11,92.743,3
100.68,82.862,65.936,3
133.41,135.91,144.45,5
107.07,111,120.38,5
92.734,88.742,83.764,5
62.335,62.155,62.377,5
113.52,107.11,100.67,5
113.52,107.11,100.67,5
113.52,107.11,100.67,5
30.662,30.657,31.256,5
122.76,129.14,136.55,5
113.52,107.11,100.67,5
141.26,149.02,159.93,5
50.122,53.413,54.502,5
113.52,107.11,100.67,5
165.22,170.62,200.05,5
212.5,212.02,204.24,1
0,0,0,1
76.804,82.452,63.186,2
69.993,75.516,58.777,2
131.41,122.77,114.19,2
152.64,127.03,98.189,3
131.41,122.77,114.19,3
159.7,127.33,104.18,3
137.43,112.67,88.452,3
119.06,91.638,63.986,3
156.83,144.84,137.68,3
201.24,160.58,133.59,3
118.62,97.79,79.615,3
217.91,196.25,174.08,3
186.35,148.96,112.52,3
102.42,98.948,112.8,5
131.41,122.77,114.19,5
131.41,122.77,114.19,5
131.41,122.77,114.19,5
69.488,63.59,70.615,5
131.41,122.77,114.19,5
130.25,129.01,142.21,5
131.41,122.77,114.19,5
95.778,95.685,97.635,5
123.23,127.67,133.75,5
103.55,93.299,85.009,5
217.73,217.34,208.44,1
214.02,213.16,205.17,1
92.83,92.13,86.353,2
56.7,55.152,57.268,2
163.83,140.94,128.11,3
151.1,137.4,131.2,3
151.1,137.4,131.2,3
167.17,142.6,127.31,3
171.52,146.32,140.78,3
151.1,137.4,131.2,3
151.1,137.4,131.2,3
149.78,123.15,101.93,3
45.039,41.92,45.276,5
30.092,29.987,29.775,5
151.1,137.4,131.2,5
29.778,27.833,29.806,5
151.1,137.4,131.2,5
151.1,137.4,131.2,5
191.74,189.36,183.58,1
159.84,153.07,148.33,1
223.67,225.71,218.87,1
114.06,116.72,82.081,2
139.74,137.41,113.52,2
159.84,153.07,148.33,3
184.97,157.91,147.11,3
211.33,190.72,178.39,3
182.18,150.74,127.17,3
235.32,230.4,234.12,3
250.3,250.99,246.56,3
70.352,65.929,63.034,5
159.84,153.07,148.33,5
82.325,73.325,66.797,5
87.702,76.378,77.373,5
30.545,22.545,20.388,5
79.759,82.919,72.858,5
120.66,115.83,112.05,5
159.84,153.07,148.33,5
55.984,47.521,42.135,5
47.942,41.923,47.458,5
60.776,52.032,53.289,5
122.51,115.13,113.97,5
127.28,123.65,115.77,6
111.54,90.371,70.493,6
67.076,63.155,58.636,6
117.48,122.12,113.84,6
226.6,226.27,220.54,1
226.63,226.27,220.55,1
226.63,226.27,220.55,1
143.57,132.91,131.95,1
52.144,41.556,47.378,2
64.35,60.423,68.984,2
143.57,132.91,131.95,2
143.57,132.91,131.95,3
159.54,119.69,110.4,3
143.57,132.91,131.95,3
143.57,132.91,131.95,3
123.36,91.346,80.093,3
143.57,132.91,131.95,3
143.57,132.91,131.95,3
73.642,50.4,43.329,3
114.93,106.28,99.439,3
106.76,79.201,70.531,3
84.66,65.696,64.457,3
104.65,106.74,134.88,5
143.57,132.91,131.95,5
55.345,46.47,55.474,5
56.949,48.378,56.409,5
74.018,62.153,65.351,5
100.71,91.601,94.134,5
60.894,58.099,68.292,5
50.325,48.172,65.584,5
60.414,56.663,59.457,5
58.768,48.482,49.159,5
55.001,52.404,55.771,5
64.771,64.968,72.608,5
55.605,49.286,69.244,5
86.597,84.804,106.7,5
53.303,49.354,63.328,5
195,184.44,186.86,5
177.13,169.2,168.92,5
61.581,43.905,53.552,5
57.227,43.248,54.915,5
80.471,65.17,82.106,5
82.942,54.962,65.016,5
143.57,132.91,131.95,6
0,0,0,6
210.01,211.43,202.13,1
210.09,211.33,202.25,1
102.3,106.12,72.844,2
96.287,90.402,84.536,2
129.05,120.31,112.99,2
64.288,62.067,56.986,2
100.29,100.08,94.446,2
144.85,121.63,96.809,3
90.156,72.246,59.781,3
80.441,66.725,54.284,3
126.51,115,107.39,3
138.32,113.3,97.125,3
180.81,159.28,138.19,3
129.05,120.31,112.99,3
189.01,182.44,187.29,3
129.05,120.31,112.99,3
129.05,120.31,112.99,3
117.45,94.831,80.148,3
129.05,120.31,112.99,3
116.81,111.88,120.01,5
55.525,55.694,59.5,5
74.053,72.387,75.027,5
129.05,120.31,112.99,5
129.05,120.31,112.99,5
129.05,120.31,112.99,5
88.515,85.815,82.713,5
74.362,73.611,73.172,5
135.93,141.87,160.68,5
146.29,151.38,169.58,5
54.071,50.859,48.035,5
143.44,146.25,170.28,5
167.11,165.99,179.7,5
187.35,197.97,199.25,5
179.76,185.47,185.61,5
149.83,139.77,130.72,2
149.83,139.77,130.72,2
149.83,139.77,130.72,3
158.2,130.15,105.42,3
143.35,117.32,93.861,3
147.4,126.9,95.558,3
101.56,80.218,64.096,3
92.966,71.525,58.768,3
92.702,74.842,67.193,3
149.83,139.77,130.72,3
162.7,145.71,133.84,3
113.07,93.339,65.822,3
162.95,130.04,100.99,3
152.27,137.78,125.55,3
149.83,139.77,130.72,3
149.77,130.39,108.58,3
191.55,169.55,146.55,3
128.73,127.94,138.24,5
81.061,82.144,84.27,5
90.006,90.135,88.054,5
96.385,96.544,96.794,5
101.43,103.32,105.12,5
87.185,83.907,83.437,5
131.66,129.43,135.46,5
83.736,86.754,90.327,5
53.523,53.326,53.493,5
103.9,96.996,88.956,5
149.83,139.77,130.72,5
193.88,193.88,192.31,5
147.98,150.94,173.21,5
158.96,161.6,181.44,5
149.83,139.77,130.72,5
149.83,139.77,130.72,5
56.536,56.408,58.466,5
132.15,125.07,119.83,5
122.78,119.52,118.06,1
254,254,253.99,1
122.78,119.52,118.06,1
78.427,84.098,70.725,2
122.78,119.52,118.06,2
122.78,119.52,118.06,3
122.78,119.52,118.06,3
122.78,119.52,118.06,3
110.11,103.31,85.729,3
122.78,119.52,118.06,3
187.36,168.31,154.6,3
193.05,178.04,165.09,3
116.27,99.692,94.58,3
122.78,119.52,118.06,3
122.78,119.52,118.06,4
122.78,119.52,118.06,4
122.78,119.52,118.06,5
171.37,181.05,190.05,5
149.41,160.3,164.29,5
112.41,116.62,121.63,5
148.64,152,159.86,5
69.64,63.755,69.025,5
120.66,117.66,129.1,5
122.78,119.52,118.06,5
122.78,119.52,118.06,5
90.606,85.717,89.762,5
122.78,119.52,118.06,5
137.91,143.14,157.66,5
122.78,119.52,118.06,5
122.78,119.52,118.06,5
96.364,83.159,85.109,5
70.771,75.054,87.432,5
81.37,82.575,92.249,5
122.78,119.52,118.06,5
232.54,235.85,251,5
193.7,192.72,212.56,5
69.716,64.45,64.922,6
122.78,119.52,118.06,6
122.78,119.52,118.06,7
0,0,0,7
253.94,253.93,253.93,1
253.94,253.93,253.93,1
254,253.99,254,1
90.681,89.215,86.849,2
71.842,76.593,72.631,2
113.19,108.59,109.89,3
113.19,108.59,109.89,3
113.19,108.59,109.89,3
113.19,108.59,109.89,3
113.19,108.59,109.89,3
112.56,96.436,92.532,3
99.206,87.782,79.185,3
180.02,164.53,156.06,3
143.71,127.16,114.52,3
161.38,145.1,135.08,3
154.26,141.81,136.54,3
145.4,138.8,153.51,4
136.03,131.77,145.11,4
134.36,141.98,164.72,5
134.46,140.39,156.39,5
113.19,108.59,109.89,5
181.72,181.64,204.29,5
173.17,179.06,198.78,5
46.087,46.411,53.251,5
80.221,84.14,96.762,5
65.037,61.103,68.593,5
113.19,108.59,109.89,5
76.714,72.959,78.735,5
104.92,101.74,113.95,5
113.19,108.59,109.89,5
113.19,108.59,109.89,5
99.625,95.103,98.933,5
145.44,145.83,156.18,5
164.27,169.94,183.26,5
160.08,166.97,181.08,5
84.31,88.767,92.129,5
86.959,84.856,92.226,5
133.48,128.75,135.34,5
113.19,108.59,109.89,5
113.19,108.59,109.89,5
113.19,108.59,109.89,6
113.19,108.59,109.89,6
157.05,162.74,180.68,7
0,0,0,7
251.26,251.21,251.44,1
253.93,253.93,253.93,1
70.244,74.103,66.744,2
76.552,80.733,74.944,2
73.199,79.117,70.349,2
88.162,81.32,76.11,3
122.48,119.7,118.78,3
136.9,117.51,104.72,3
122.48,119.7,118.78,3
186.37,167.66,154.84,3
125.4,106.23,100.48,3
192.66,176.36,162.71,3
122.48,119.7,118.78,3
92.122,85.152,81.144,3
100.76,99.212,94.722,3
141.97,140.3,147.34,4
122.48,119.7,118.78,4
112.26,115.36,121.77,5
159.18,166.09,176.23,5
144.66,150.37,154.81,5
146.67,153.24,160.13,5
135.45,138.42,146.22,5
122.48,119.7,118.78,5
122.48,119.7,118.78,5
79.179,73.667,79.385,5
138.07,136.13,147.98,5
172.75,174.37,186.19,5
237.51,237.73,252.01,5
122.48,119.7,118.78,5
124.34,129.67,143.49,5
122.16,123.54,138.06,5
122.48,119.7,118.78,5
124.72,126.33,144.06,5
122.48,119.7,118.78,5
169.53,175.32,191.78,5
122.48,119.7,118.78,5
122.48,119.7,118.78,5
85.239,85.841,98.929,5
124.24,119.59,118.28,5
122.48,119.7,118.78,5
103.34,93.557,95.696,5
162.73,153.88,168.79,5
127.93,123.09,121.42,1
254,254,253.98,1
248.6,248.51,249.03,1
65.228,67.742,62.698,2
80.982,85.59,74.796,2
127.93,123.09,121.42,3
127.93,123.09,121.42,3
135.27,129.06,116.42,3
127.93,123.09,121.42,3
127.93,123.09,121.42,3
102.53,96.424,78.024,3
167.15,148.05,136.23,3
159.82,149.42,140.93,3
134.02,122.26,111.43,3
132.35,113.83,105.08,3
127.93,123.09,121.42,4
0,0,0,4
124.53,120.89,124.34,5
68.9,64.797,72.582,5
79.08,72.913,77.689,5
127.93,123.09,121.42,5
56.816,53.281,62.354,5
127.93,123.09,121.42,5
42.648,40.012,48.689,5
127.93,123.09,121.42,5
96.933,90.002,85.863,5
69.397,66.106,74.064,5
97.637,95.447,104.01,5
134.44,137.82,146.98,5
131.33,135.64,144.57,5
141.8,149.22,158.39,5
127.93,123.09,121.42,5
139.6,141.41,156.34,5
51.583,53.291,64.534,5
127.93,123.09,121.42,5
32.705,30.488,38.441,6
0,0,0,6
67.092,64.95,81.033,7
0,0,0,7
253.95,253.95,253.95,1
253.96,253.96,253.96,1
118.77,115.87,113.69,1
118.77,115.87,113.69,2
0,0,0,2
151.79,126.89,114.15,3
154.05,138.05,126.24,3
118.24,105.05,86.56,3
90.688,85.267,69.625,3
133.59,114.55,101.79,3
127.92,117.48,111.5,3
118.3,111.1,97.3,3
132.64,127.44,116.04,3
118.77,115.87,113.69,3
94.534,93.974,87.085,3
123.38,118.53,124.79,4
118.77,115.87,113.69,4
244.91,244.43,245.05,4
130.66,131.19,144.02,5
100.02,100.36,110.1,5
55.165,54.22,56.23,5
37.184,35.311,38.593,5
82.283,80.347,79.555,5
42.167,43.228,42.139,5
28.907,27.307,30.517,5
76.381,80.883,82.127,5
97.499,106.23,107.06,5
118.77,115.87,113.69,5
59.434,53.468,57.124,5
118.77,115.87,113.69,5
113.8,120.1,128.32,5
111.92,118.46,130.16,5
145.8,149.65,158.23,5
117.56,117.56,125.66,5
102.38,101.49,110.04,5
131.76,134.26,140.2,5
75.573,77.626,88.536,5
127.97,131.71,142.74,5
170.7,179.59,196.17,5
55.896,51.978,59.994,5
69.011,58.426,57.772,5
76.228,71.577,76.516,5
62.005,54.295,59.469,5
128.99,128.62,137.35,5
182,187.6,200.92,5
225.56,232.71,244.26,5
118.77,115.87,113.69,5
118.77,115.87,113.69,5
39.882,36.125,37.67,6
118.77,115.87,113.69,6
235.55,235.32,235.86,1
250.08,249.94,249.82,1
254.01,254.01,254.01,1
104.54,105.97,99.897,2
0,0,0,2
142.95,133.74,116.93,3
129.75,125.65,125.16,3
129.75,125.65,125.16,3
130.8,115.83,115.43,3
129.75,125.65,125.16,3
134.88,118.8,109.19,3
169.12,152.2,137.05,3
132.24,120.86,113.46,3
119.04,117.79,130,4
0,0,0,4
132.23,131.97,144.91,5
129.75,125.65,125.16,5
75.686,73.051,76.133,5
75.488,74.187,78.363,5
82.29,80.747,83.019,5
68.799,66.609,69.369,5
95.966,91.944,94.764,5
96.407,92.89,97.302,5
129.75,125.65,125.16,5
129.75,125.65,125.16,5
129.75,125.65,125.16,5
129.75,125.65,125.16,5
129.75,125.65,125.16,5
72.383,74.857,76.842,5
87.038,88.488,90.921,5
94.17,93.769,92.605,5
156.41,159.51,176.48,5
129.75,125.65,125.16,5
48.507,47.26,54.653,5
104.4,100.85,103.25,5
148.83,147.39,151.88,5
155.51,158.84,163.64,5
43.831,38.984,44.807,6
0,0,0,6
129.75,125.65,125.16,7
34.106,36.458,46.302,7
37.05,35.91,52.273,7
168.91,163.58,157.39,1
211.98,210.66,204.43,1
126.1,116.71,110.51,2
65.903,64.73,57.989,2
134.83,113.96,95.458,3
146.43,124.54,109.29,3
155.03,128.2,107.39,3
161.41,133.1,114.88,3
126.1,116.71,110.51,3
154.28,122.73,92.041,3
141.45,126.59,118.62,3
108.76,103.39,98.193,5
53.207,47.793,45.286,5
90.583,85.046,73.762,5
50.046,49.175,54.562,5
33.954,31.514,37.069,5
83.781,85.538,98.178,5
36.575,36.359,40.396,5
33.16,32.063,37.668,5
126.1,116.71,110.51,5
126.1,116.71,110.51,5
126.1,116.71,110.51,6
48.754,46.824,45.537,6
204.88,208.05,200.63,1
206.98,210.23,202.3,1
206.98,210.22,202.32,1
206.89,210,202.27,1
54.169,53.518,64.361,2
66.724,67.773,61.273,2
102.47,89.466,80.726,3
88.418,74.454,60.129,3
106.05,90.068,82.663,3
100.62,89.882,88.598,3
90.642,78.128,69.911,3
93.853,88.223,83.762,3
89.517,78.485,73.264,3
43.494,36.357,31.989,3
96.876,92.471,90.479,3
33.09,32.201,36.443,5
49.256,52.105,67.473,5
22.909,23.909,27.909,5
16.881,16.132,21.671,5
27.18,28.18,32.18,5
25.886,26.719,30.549,5
96.876,92.471,90.479,5
96.876,92.471,90.479,5
74.947,72.746,71.494,5
20.885,21.211,17.46,5
23.391,22.894,21.501,6
25.809,26.403,25.991,6
161.03,161.14,153.75,1
245.71,248.95,250.29,1
211.33,214.58,207.37,1
211.43,214.68,207.47,1
211.43,214.68,207.46,1
111.48,108.47,100.95,2
103.61,104.6,86.903,2
101.38,102.8,85.105,2
95.759,97.843,82.486,2
111.48,108.47,100.95,3
104.45,93.433,83.644,3
109.23,98.716,89.332,3
102.55,84.696,69.581,3
97.949,89.71,83.923,3
130.71,115.61,108.87,3
83.456,75.664,65.821,3
73.546,68.976,62.761,3
109.5,99.322,90.632,3
114.5,100.94,90.144,3
111.48,108.47,100.95,3
111.48,108.47,100.95,4
88.293,82.146,89.293,4
111.48,108.47,100.95,4
90.156,85.778,91.804,4
84.038,77.016,85.083,4
98.278,92.132,103.69,4
134.4,133.99,143.67,5
111.48,108.47,100.95,5
111.48,108.47,100.95,5
25.953,27.011,30.987,5
111.48,108.47,100.95,5
67.26,66.504,60.972,5
111.48,108.47,100.95,5
88.167,88.718,97.093,5
95.421,92.976,95.798,5
25.651,24.922,26.605,6
0,0,0,6
207.87,210.45,204.51,1
208.97,211.57,205.48,1
208.92,211.58,205.46,1
48.613,42.343,61.118,2
96.278,104.67,74.264,2
101.92,112.35,81.869,2
92.177,99.09,72.783,2
135.6,111.45,113.17,3
124.01,113.66,111.33,3
145.83,133.36,136.49,3
133.33,116.1,115.24,3
105.41,90.108,89.949,3
118.3,102.49,108.67,3
118.26,113.19,111.57,4
103.24,96.362,116.99,4
100.56,91.001,113.43,4
113.96,104.57,121.9,4
118.26,113.19,111.57,4
118.26,113.19,111.57,4
163.54,162.32,158.58,5
208.87,211.48,205.45,5
208.85,211.51,205.61,5
27.389,26.389,31.389,5
84.781,80.562,82.903,5
41.564,40.622,45.562,5
84.995,87.059,108.55,6
0,0,0,6
211.37,213.73,208.7,1
249.97,254.97,248.97,1
164.02,162.81,160.07,1
211.48,213.95,208.94,1
116.61,111.7,111.24,2
76.564,80.938,67.969,2
90.896,97.665,79.912,2
140.6,122.97,125.85,3
112.11,101.77,100.71,3
116.61,111.7,111.24,3
112.34,101.86,99.275,3
122.73,105.35,101,3
116.61,111.7,111.24,3
81.744,76.14,73.451,3
116.61,111.7,111.24,3
116.04,104.04,103.88,3
116.61,111.7,111.24,4
90.36,85.32,102.92,4
89.833,83.967,101.37,4
103.36,94.045,110.86,4
103.07,94.25,109.3,4
93.907,90.491,98.385,5
127.35,136.28,165.34,5
154.3,151.35,152.93,5
80.554,76.12,78.405,5
38.457,38.295,44.203,5
27.455,27.088,33.235,5
57.118,54.717,60.943,5
116.61,111.7,111.24,5
29.397,29.318,34.721,6
0,0,0,6
252.99,252.65,252.75,1
255,255,255,1
254.99,255,255,1
254.98,255,255,1
255,255,254.99,1
46.269,47.863,40.813,2
131.21,123.17,116.66,2
64.064,64.523,56.097,2
62.542,63.446,52.871,2
131.21,123.17,116.66,2
137.12,117.69,106.69,3
131.21,123.17,116.66,3
159.79,132.9,124.29,3
169.39,151.02,148.45,3
187.14,165.92,164.78,3
131.21,123.17,116.66,3
182.78,163.15,157.09,3
125.43,111.89,106.57,3
131.21,123.17,116.66,3
131.21,123.17,116.66,3
133.04,117.04,130.04,4
95.608,85.751,94.593,4
131.21,123.17,116.66,4
126.7,114.52,132.71,4
131.21,123.17,116.66,4
149.83,141.06,163.09,4
149.02,137.54,152.86,4
131.21,123.17,116.66,5
131.21,123.17,116.66,5
45.801,43.653,51.134,5
48.459,48.472,53.524,5
131.21,123.17,116.66,5
254.93,254.93,254.93,5
181.25,179.67,178.85,5
52.635,45.19,46.955,5
179.27,176.64,175.55,5
34.953,33.528,39.852,6
74.08,77.859,88.537,6
168.75,150.5,145.38,3
133.51,112.13,99.645,3
116.78,106.51,105.77,3
116.78,106.51,105.77,3
144.55,127.29,119.54,3
140,116.83,99.25,3
107.66,95.7,93.985,3
112.33,100.04,95.126,3
87.391,75.261,71.783,3
85.945,73.922,68.981,3
163.53,139.24,133.9,3
140.84,122.78,113.13,3
151.35,147.29,164.12,4
119.75,106.02,121.91,4
141.93,134.29,157.86,4
167.09,162.09,182.27,4
243.21,247.05,249.75,5
161.29,155.83,153.69,5
115.89,113.21,133.34,5
207.19,206.46,200.63,5
176.28,186.62,201.32,5
116.78,106.51,105.77,5
116.78,106.51,105.77,5
74.187,77.377,82.147,5
116.78,106.51,105.77,5
63.588,64.65,74.025,5
97.237,90.486,98.921,5
54.243,52.878,47.335,6
116.78,106.51,105.77,6
116.78,106.51,105.77,6
38.515,39.235,44.02,6
102.21,108.35,75.697,2
152.05,138.91,132.48,2
174.23,155.63,143.99,3
174.29,153.16,144.22,3
191.01,166.49,155.58,3
93.189,82.289,74.344,3
140.82,115.7,106.13,3
152.05,138.91,132.48,3
152.05,138.91,132.48,3
112.45,95.365,85.956,3
152.05,138.91,132.48,3
152.05,138.91,132.48,4
0,0,0,4
184.56,177.24,172.44,5
210.85,209.24,207.53,5
231.02,236.79,249.15,5
230.11,233.92,250.57,5
109.04,95.101,117.97,5
152.05,138.91,132.48,5
134.35,140.59,152.18,5
142.15,135.68,134.71,5
97.967,101.01,112.56,5
73.539,76.426,85.145,5
164.49,106.21,53.379,5
121.9,122.3,143.95,5
124.64,125.54,148.59,5
152.05,138.91,132.48,6
62.007,59.841,62.634,6
254.98,254.99,250.98,1
131.03,117.61,112.67,1
111.73,107.59,92.084,2
0,0,0,2
139.85,105.7,94.069,3
127.68,94.818,82.261,3
131.03,117.61,112.67,3
141.49,125,118.26,3
189.41,171.7,164.73,3
131.03,117.61,112.67,3
141.75,117.33,107.47,3
131.03,117.61,112.67,3
84.684,68.553,59.802,3
133.81,103.36,88.765,3
131.03,117.61,112.67,4
131.03,117.61,112.67,4
167.48,160.47,183.58,4
133.73,125.22,148.54,4
131.03,117.61,112.67,5
254.99,255,251.01,5
131.03,117.61,112.67,5
165.53,167.48,180.9,5
179.31,184.61,193.97,5
152.63,151.74,162.05,5
54.755,55.017,60.928,5
56.92,58.165,65.542,5
85.791,86.968,92.577,5
131.03,117.61,112.67,5
81.272,86.671,99.446,5
131.03,117.61,112.67,5
131.03,117.61,112.67,6
49.494,49.842,54.477,6
55.82,58.793,66.293,6
38.851,36.378,44.183,6
149.9,132.35,126.47,2
114.57,118.53,75.372,2
149.9,132.35,126.47,3
149.9,132.35,126.47,3
167.16,146.08,141.09,3
180.23,140.96,134.59,3
116.89,101.99,96.195,3
152.76,134.29,127.01,3
139.71,107.68,97.871,3
172.56,148.59,147.15,3
204.57,208.03,242.03,5
203.7,206.34,241.93,5
68.153,56.496,70.12,5
84.629,64.532,81.153,5
140.83,142.83,155.47,5
108.91,110.11,122.43,5
230.77,232.98,236.98,5
238.23,241.36,250.52,5
207.24,181.26,166.37,5
57.809,53.645,62.167,5
149.9,132.35,126.47,5
161.26,129.11,117.61,6
161.26,129.11,117.61,6
101.02,109.35,78.07,2
0,0,0,2
