@relation train
@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute type {1,2,3,4,5,6,7}
@data
255,255,254.99,1
254.99,254.99,254.99,1
254.99,254.99,254.99,1
254.99,254.99,254.99,1
254.49,254.54,254.6,1
255,254.99,254.98,1
255,255,255,1
254.89,254.97,254.75,1
255,255,254.99,1
255,255,255,1
254.99,255,254.98,1
254.49,254.54,254.6,1
253.9,253.92,253.98,1
159.99,156.34,147.02,1
255,254.95,254.99,1
254.99,254.99,254.83,1
159.99,156.34,147.02,1
159.99,156.34,147.02,1
255,255,255,1
255,255,254.99,1
255,255,255,1
255,255,255,1
255,255,255,1
255,255,255,1
254.98,254.99,254.99,1
189.43,187.56,180.97,1
254.81,254.86,254.9,1
255,255,255,1
159.99,156.34,147.02,2
85.616,93.023,80.35,2
102.14,120.47,98.724,2
110.14,125.13,103.36,2
99.434,103.86,88.073,2
92.253,96.359,85.154,2
159.99,156.34,147.02,2
125.9,127.83,115.63,2
85.81,58.223,51.025,2
82.548,92.096,79.563,2
159.99,156.34,147.02,2
71.643,53.009,42.851,2
93.528,98.83,87.418,2
97.975,103.81,91.023,2
128.5,132.17,118.65,2
159.99,156.34,147.02,2
128.26,126.24,115.81,2
135.97,141.26,120.71,2
159.99,156.34,147.02,2
159.99,156.34,147.02,2
127.17,137.77,108.61,2
159.9,160.39,131.56,2
159.99,156.34,147.02,2
159.99,156.34,147.02,2
138.14,122.85,107.31,2
135.09,141.34,109.68,2
148.01,159.52,109.22,2
123.46,150.3,99.301,2
106.54,116.97,101.22,2
125.07,134.87,118.61,2
105.07,115.45,99.229,2
122.05,132.87,116.61,2
112.4,122.12,105.24,2
136.81,144.81,121.49,2
159.99,156.34,147.02,2
109.37,118.58,96.746,2
130.54,136.91,120.82,2
94.496,100.96,90.272,2
95.94,110.17,90.074,2
140.32,137.51,125.18,2
136.2,137.11,121.47,2
159.99,156.34,147.02,2
107.42,116.34,93.856,2
105.34,107.1,78.812,2
180.64,160.95,158.36,3
191.95,165.69,159,3
189.86,166.85,159.18,3
189.44,164.22,159.11,3
159.99,156.34,147.02,3
159.99,156.34,147.02,3
144.97,127.66,123.81,3
142.5,122.44,120.56,3
147.61,131.21,128.02,3
175.32,153.44,150.42,3
159.99,156.34,147.02,3
194.58,171.44,169.12,3
191.13,171.45,167.72,3
190.12,164.95,160.37,3
159.99,156.34,147.02,3
184.07,162.5,157.59,3
159.99,156.34,147.02,3
195.38,165.27,157.24,3
191.73,172.49,166.37,3
159.99,156.34,147.02,3
196.74,177.85,172.77,3
192.79,172.25,169.09,3
188.59,162.8,157.88,3
154.88,137,129.94,3
162.33,141.67,136,3
159.99,156.34,147.02,3
174.56,154.44,149,3
159.99,156.34,147.02,3
189.01,171.99,169.96,3
178.44,160.88,156.5,3
159.99,156.34,147.02,3
159.73,139.64,134.82,3
174.8,151.2,145.8,3
159.99,156.34,147.02,3
147.87,131.59,127.49,3
159.99,156.34,147.02,3
188.81,172.16,171.55,3
177.71,159.22,154.29,3
159.99,156.34,147.02,3
159.99,156.34,147.02,3
179.45,157.04,146.63,3
159.99,156.34,147.02,3
159.99,156.34,147.02,3
159.99,156.34,147.02,3
181.88,159.23,146.7,3
182.52,166.06,156.23,3
176.18,147.72,135.29,3
174.81,150.25,134.58,3
170.31,155.27,139.4,3
159.99,156.34,147.02,3
176.49,152.09,136.18,3
159.99,156.34,147.02,3
182.57,158.78,145.61,3
187.17,163.86,150.33,3
185.84,164.81,153.83,3
159.99,156.34,147.02,3
158.44,138.48,128.7,3
172.35,150.32,134.59,3
165.03,154.66,144.13,3
186.04,163.68,152.93,3
127.62,117.27,113.54,3
159.99,156.34,147.02,3
179.22,160.7,148.97,3
168.57,141.78,130.91,3
162.62,171.39,183.66,4
159.99,156.34,147.02,4
200.83,209.31,220.3,4
195.03,203.35,214.71,4
156.9,163.79,175.35,4
168.92,178.76,190.2,4
178.16,187.28,196.73,4
159.99,156.34,147.02,4
167.15,176.69,186.58,4
159.99,156.34,147.02,4
90.615,97.851,112.45,4
159.99,156.34,147.02,4
144.05,151.98,165.93,4
145.71,154.87,167.05,4
159.99,156.34,147.02,4
212.93,223.67,233.49,4
178.06,178.82,175.89,4
159.99,156.34,147.02,4
215.42,225.11,235.23,4
182.93,198.78,214.99,5
171.23,191.31,213.12,5
138.46,131.04,137.64,5
177.48,179.89,186.67,5
151.55,145.37,139.42,5
138.82,132.2,129.1,5
228.82,242.01,250.59,5
230.32,246.32,253.3,5
159.99,156.34,147.02,5
159.99,156.34,147.02,5
175.88,198.06,219.26,5
109.63,102.95,97.636,5
198.2,201.56,199.31,5
167.58,175.73,184.93,5
254.96,255,255,1
254.97,254.99,254.98,1
254.95,254.95,254.95,1
254.95,254.95,254.95,1
254.99,255,255,1
173.15,175.82,174.9,1
254.99,255,255,1
254.99,254.99,254.99,1
254.99,254.99,254.99,1
225.84,226.89,226.04,1
173.15,175.82,174.9,1
254.98,255,255,1
255,255,254.97,1
253.19,253.52,253.61,1
173.15,175.82,174.9,1
254.98,255,254.92,1
254.98,254.99,254.96,1
99.34,113.2,90.343,2
126.63,138.08,101.39,2
129.84,142.73,118.07,2
146.14,150.91,140.88,2
135.1,141.86,132.21,2
145.8,144.66,129.35,2
87.377,88.13,60.117,2
173.15,175.82,174.9,2
151.54,146.73,120.37,2
173.15,175.82,174.9,2
173.15,175.82,174.9,3
173.15,175.82,174.9,3
185.76,184.7,181.28,3
211.8,203.88,195.55,3
217.12,209.2,204.15,3
173.15,175.82,174.9,3
158.11,161.99,162.43,3
211.48,202.9,195.72,3
213.4,207.06,199.85,3
184.81,184.41,181.34,3
173.15,175.82,174.9,3
222.43,224.44,226.61,3
215.94,210,204.16,3
200.84,197.89,191.48,3
213.05,204.63,197.58,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
208.5,201.31,192.99,3
214.83,206.77,198.53,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
185.82,185,181,3
206.57,203.51,198.75,3
216.7,211.02,205.94,3
173.15,175.82,174.9,3
196.98,193.66,188.86,3
173.15,175.82,174.9,3
197.32,187.63,182.05,3
211.89,208.27,201.73,3
224.19,228.65,233.78,3
173.15,175.82,174.9,3
209.45,202.7,196.43,3
203.88,192.24,186.02,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
173.15,175.82,174.9,3
208.86,200.69,191.23,3
209.07,203.69,194.27,3
210.99,202.64,195.37,3
207.22,198.14,187.83,3
190.51,182.9,176.27,3
173.15,175.82,174.9,3
144.26,151.43,146.29,4
183.34,192.78,202.89,4
187.15,196.16,205.16,4
183.68,191.84,202.53,4
173.15,175.82,174.9,4
182.28,192.28,203.13,4
171.14,182.93,192.12,4
173.15,175.82,174.9,4
173.98,183.82,193.89,4
173.63,183.63,193.63,4
173.15,175.82,174.9,4
108.3,120.86,126.98,5
181.18,191.52,192.47,5
173.15,175.82,174.9,5
211.82,220.15,224.99,5
198.79,201,199.66,5
173.15,175.82,174.9,5
178.65,185.72,188.61,5
189.65,210.26,227.15,5
173.15,175.82,174.9,5
173.15,175.82,174.9,5
189.65,210.26,227.15,5
189.72,202.27,215.01,5
188.73,209.77,229.62,5
142.43,164.34,177.99,5
151.01,169.47,180.28,5
173.15,175.82,174.9,5
137.82,160.98,174.43,5
122.89,143.03,157.02,5
141.85,164.46,177.54,5
173.15,175.82,174.9,5
110.03,122.24,139.47,5
173.15,175.82,174.9,5
108.4,129.44,138.11,5
104.56,123.77,130.8,5
53.028,48.662,54.887,5
69.222,64.585,68.782,5
71.088,77.385,80.819,5
54.907,50.231,59.491,5
44.011,45.883,50.628,5
138.75,147.49,142.85,5
44.848,46.127,50.833,5
60.942,48.788,55.22,5
103.73,122.5,130.32,5
104.8,119.71,125.11,5
116.21,135.29,143.6,5
72.455,77.971,80.442,5
173.15,175.82,174.9,5
80.181,76.458,75.448,5
104.44,107.34,105.88,5
173.15,175.82,174.9,5
153.37,163.39,171.4,5
173.15,175.82,174.9,5
158.31,167.74,173.56,5
161.41,174.21,181.39,5
168.86,175.83,177.88,5
152.85,171.96,183.23,5
172.88,184.61,192.83,5
173.15,175.82,174.9,5
167.13,179.29,186.72,5
173.15,175.82,174.9,5
186.58,187.77,187.11,5
198.62,202,206.62,5
192.73,198.19,204.36,5
135.26,145.8,150.34,5
133.67,152.35,162.36,5
173.15,175.82,174.9,5
182.37,191.52,195.21,5
159.97,165.26,166.59,5
91.04,98.592,97.066,5
70.16,70.049,58.44,5
132.95,137.37,133.01,5
118.3,123.48,115.92,5
118.31,134.04,142.61,5
162.85,169.94,171.25,5
142.91,152.03,153.14,5
141.62,152.26,158.13,5
219.13,218.58,220.82,5
234.46,231.96,228.69,5
222.7,221.57,219.56,5
173.15,175.82,174.9,5
179.96,186.44,190.8,5
170.64,184.14,192.1,5
168.69,180.39,189.4,5
132.44,140.08,144.65,5
167.39,172.05,172.54,5
175.79,186.92,194.96,5
201.72,203.29,204.65,5
194.07,194.26,192.23,5
181.33,188.34,194.53,5
173.15,175.82,174.9,5
173.15,175.82,174.9,5
180.37,188.63,191.87,5
222.88,239.75,246.95,5
199.48,216.87,228.03,5
208.45,224.42,234.16,5
211.63,227.97,237.31,5
156.72,169.18,177.44,5
215.8,232.46,245.49,5
187.94,214.41,232.74,5
189.34,217.51,234.6,5
188.83,215.05,233.67,5
197.16,221.04,236.99,5
207.09,220.73,225.06,5
230.35,240.09,242.92,5
173.15,175.82,174.9,5
176.14,183.27,185.84,5
173.15,175.82,174.9,5
119.2,125.67,121.34,5
111.02,123.1,129.54,5
101.39,107.31,100.22,5
166.05,176.68,186.96,5
174.55,182.79,187.11,5
191.54,215.35,231.62,5
183.89,206.85,224.13,5
169.38,182.44,190.23,5
157.96,177.32,191.14,5
168.9,186.52,199.27,5
45.299,51.452,38.116,2
41.833,49.228,32.001,2
72.148,78.762,65.239,2
41.303,50.138,36.537,2
89.848,93.246,86.256,2
69.499,76.831,63.817,2
89.848,93.246,86.256,2
194,183.96,174.78,3
153.76,149.24,139.96,3
187.51,179.66,173.29,3
174.12,163.02,154.79,3
168.07,161.17,155.59,3
105.94,105.66,99.915,3
178.47,170.45,167.47,3
149.9,146.13,140.42,3
190.48,181.91,174.63,3
182.46,175.43,171.31,3
105.09,90.82,81.319,3
98.931,91.17,82.838,3
108.27,93.117,83.648,3
89.848,93.246,86.256,3
89.848,93.246,86.256,3
160.19,170.04,179.22,3
133.53,141.89,152.46,3
131.56,140.17,149.93,3
28.892,29.138,31.66,5
69.107,71.749,67.59,5
61.236,64.805,60.326,5
7.2635,6.8204,10.922,5
27.451,29.783,32.175,5
69.584,71.424,67.361,5
62.724,66.034,62.423,5
8.81,9.2466,10.593,5
36.472,33.382,20.696,5
36.774,38.803,31.835,5
50.127,53.27,49.31,5
89.848,93.246,86.256,5
89.848,93.246,86.256,5
19.118,17.41,14.439,5
62.24,64.27,58.183,5
28.61,26.606,22.289,5
34.052,30.933,27.69,5
18.181,15.299,13.106,5
92.434,121.39,138.23,5
64.242,77.146,89.981,5
89.848,93.246,86.256,5
43.664,43.527,39.738,5
254.95,254.95,254.95,1
255,255,255,1
254.15,254.33,254.48,1
253.63,253.96,254.21,1
255,255,255,1
254.99,254.99,254.99,1
255,255,254.98,1
185.86,183.71,176.26,1
255,255,255,1
124.28,124.59,98.944,2
154.17,150.67,140.05,2
154.17,150.67,140.05,2
73.215,71.581,54.391,2
74.019,74.467,51.724,2
154.17,150.67,140.05,2
102.19,108.22,84.909,2
154.17,150.67,140.05,2
93.616,97.881,69.175,2
154.17,150.67,140.05,2
148.92,147.99,123.71,2
205.42,190.24,186.75,3
154.17,150.67,140.05,3
154.17,150.67,140.05,3
154.17,150.67,140.05,3
187.2,160.48,145.2,3
186.67,159.8,153.94,3
154.17,150.67,140.05,3
178.61,152.54,141.23,3
164.79,155.7,144.81,3
174.06,160.05,150.72,3
188.33,160.83,149.5,3
182.63,156.02,145.48,3
183.27,164.09,154.55,3
183.39,162.83,153.86,3
156.14,143.39,134,3
154.17,150.67,140.05,3
185.05,157.54,150.7,3
190.22,160.16,150.09,3
154.17,150.67,140.05,4
195.07,203.26,214.15,4
145.43,155.04,164.93,4
204.13,210.78,217.91,4
167.49,178.7,189.4,4
154.17,150.67,140.05,4
136.35,144.55,154.98,4
154.17,150.67,140.05,4
219.45,236.17,247.3,5
154.17,150.67,140.05,5
132.32,133.93,139.82,5
154.17,150.67,140.05,5
204.64,220.76,234.26,5
182.21,205.96,223.63,5
183.29,194.81,208.01,5
198.59,216.83,231.67,5
193.38,211.42,228.41,5
181.42,192.08,197.99,5
183.54,193.01,195.28,5
154.17,150.67,140.05,5
166.54,170.67,168.4,5
194.94,213.51,229.44,5
142.61,154.25,165.95,5
182.03,192.09,195.57,5
189.19,205.55,220.48,5
79.336,70.752,77.638,5
154.17,150.67,140.05,5
133.59,125.33,121.74,5
89.174,75.018,80.541,5
111.88,109.84,126.47,5
130.43,137.35,151.83,5
153.2,154.07,162.39,5
154.17,150.67,140.05,5
131.42,139.79,153.97,5
94.871,102.26,118.7,5
83.693,83.217,90.934,5
99.312,99.773,110.58,5
186.28,205.67,226.59,5
149.68,149.43,146.43,5
149.19,167,188.58,5
161.21,181.24,198.24,5
180.13,195.24,208.27,5
174.35,175.52,171.93,5
156.46,177.51,193.26,5
127.41,133.8,146.55,5
206.36,208.75,217.2,5
136.01,137.56,149.87,5
95.979,90.083,93.417,5
80.395,81.565,92.636,5
81.836,79.531,91.563,5
100.44,101.82,109.06,5
93.109,92.253,98.034,5
154.17,150.67,140.05,5
154.17,150.67,140.05,5
108.55,106.34,105.95,5
59.745,59.394,60.853,5
62.221,64.787,69.698,5
76.949,67.258,57.852,5
103.47,115,123.98,5
154.17,150.67,140.05,5
126.7,107.48,103.93,6
0,0,0,6
63.009,74.102,52.309,2
65.731,70.533,55.246,2
52.431,58.181,46.879,2
56.503,71.996,46.959,2
170.38,166.32,157.48,3
131.01,130.29,122.69,3
192.68,185.33,176.55,3
183.79,175.93,169.2,3
191.12,180.68,173.82,3
106.71,107.56,101.05,3
128.62,127,118.78,3
180.18,170.11,163.1,3
106.71,107.56,101.05,3
106.71,107.56,101.05,3
188.22,177.43,168.41,3
151.26,148.93,142.92,3
94.483,75.124,63.192,3
93.378,78.434,65.986,3
39.486,29.581,22.006,5
142.49,111.63,76.603,5
119.84,98.472,67.633,5
57.542,52.949,39.499,5
107.72,85.685,57.846,5
62.697,58.979,44.926,5
70.834,65.473,57.234,5
53.634,42.503,40.423,5
59.776,48.817,34.142,5
18.587,18.719,14.35,5
84.721,85.287,81.239,5
106.71,107.56,101.05,5
106.71,107.56,101.05,5
84.06,68.864,49.729,5
65.816,53.279,45.104,5
90.126,58.197,51.308,5
46.566,45.767,41.02,5
45.118,45.252,43.774,5
46.669,43.564,37.451,5
86.243,82.176,75.183,5
82.606,84.898,89.081,5
57.53,69.735,80.677,5
71.772,56.633,43.924,5
78.432,61.971,42.907,5
54.994,50.834,44.132,5
106.71,107.56,101.05,5
106.71,107.56,101.05,5
68.895,63.082,55.354,5
106.71,107.56,101.05,5
106.71,107.56,101.05,5
106.71,107.56,101.05,5
67.407,66.257,55.481,5
78.495,79.379,72.19,5
106.71,107.56,101.05,5
16.996,5.7783,4.4565,5
15.046,6.0403,5.5009,5
20.524,18.374,14.484,5
15.259,11.761,7.5677,5
22.419,19.829,15.02,5
106.71,107.56,101.05,5
58.696,59.692,58.981,5
106.71,107.56,101.05,5
252.22,254.05,254.89,1
162.37,165.77,160.52,1
253.58,254.24,254.71,1
254.05,254.58,254.81,1
253.26,254.07,254.79,1
254.99,254.99,254.99,1
254.96,255,255,1
254.96,254.99,254.99,1
254.94,255,254.8,1
254.69,254.94,254.96,1
251.68,252.9,253.65,1
253.85,254.8,254.5,1
147.36,153.83,141.41,2
137.07,142.64,128.28,2
162.37,165.77,160.52,2
88.744,93.477,77.442,2
162.37,165.77,160.52,2
83.424,90.965,74.225,2
77.106,81.767,69.423,2
124,128.47,119.03,2
77.713,87.118,71.351,2
131.42,138.54,123.23,2
109.12,120.1,99.458,2
82.032,91.92,77.316,2
90.11,96.808,82.544,2
75.539,81.716,71.212,2
45.462,43.659,53.477,2
180.02,179.56,173.44,3
162.37,165.77,160.52,3
162.37,165.77,160.52,3
208.65,201.31,193.98,3
162.37,165.77,160.52,3
215.58,210.95,206.59,3
219.68,211.02,204.45,3
223.32,216.32,207.05,3
162.37,165.77,160.52,3
223.61,217.59,210.6,3
221.77,215.88,208.77,3
217.37,210.67,202.63,3
207,198,189.64,3
194.79,186.33,177.52,3
162.37,165.77,160.52,3
212.59,204.32,197.28,3
203.09,195.05,185.37,3
210.57,201.97,194.64,3
218.81,215.07,208.7,3
175.41,169.07,161.69,3
162.37,165.77,160.52,3
228.48,222.36,216.17,3
162.37,165.77,160.52,3
225.39,220.34,215.02,3
225,220.83,214.33,3
226.84,223.6,219.1,3
181.92,171.45,162.3,3
173.54,163.14,153.8,3
160.68,146.38,139.11,3
162.37,165.77,160.52,3
153.43,143.43,133.84,3
162.37,165.77,160.52,3
194.56,183.81,173.79,3
232.4,228.88,223.34,3
162.37,165.77,160.52,3
162.37,165.77,160.52,3
143.62,161.46,185.63,4
162.37,165.77,160.52,4
180.62,206.27,217.26,5
176.33,206.39,219.03,5
184.24,208.45,216.81,5
156.26,173.83,187.3,5
169.26,171.39,167.82,5
153.94,187.54,203.75,5
167.37,198.53,209.4,5
162.37,165.77,160.52,5
196.46,227.91,241.18,5
152.59,208.88,230.5,5
163.7,210.91,230.81,5
79.951,87.155,85.386,5
123.26,123.35,115.81,5
64.506,57.789,44.81,5
118.33,105.12,93.197,5
155.39,177.35,189.76,5
161.96,192.66,207.87,5
162.37,165.77,160.52,5
159.45,171.47,179.15,5
103.51,93.726,85.993,5
162.37,165.77,160.52,5
105.26,114.78,121.39,5
58.463,51.946,33.89,5
60.886,56.454,48.889,5
162.37,165.77,160.52,5
170.15,213.67,233.38,5
108.72,122.61,120.3,5
255,255,255,1
254.99,254.99,254.99,1
255,255,254.99,1
254.94,254.94,254.86,1
254.94,254.98,254.96,1
254.96,254.96,254.96,1
251.54,251.29,250.95,1
251.05,251.1,251.13,1
254.94,254.94,254.94,1
255,255,255,1
248.91,249.62,249.77,1
254.98,254.99,254.89,1
162.99,149.83,143.63,1
193.48,185.02,180.68,1
255,255,255,1
187.13,168.58,157.22,3
179.26,162.94,154.27,3
168.53,141.73,130.9,3
166.44,149.4,138.58,3
152.89,132.36,119.4,3
159.91,144.74,137.79,3
162.99,149.83,143.63,3
135.79,114.04,101.71,3
149.55,131.95,123.31,3
165.31,151.33,144.68,3
162.99,149.83,143.63,3
162.99,149.83,143.63,3
145.41,123.32,107.65,3
162.99,149.83,143.63,3
152.61,130.32,117.35,3
162.99,149.83,143.63,3
162.99,149.83,143.63,3
173.59,158.8,147.75,3
186.55,163.98,151.11,3
178.2,158.96,148.13,3
166.97,150.78,142.74,3
185.3,162.07,152.23,3
182.91,164.99,153.64,3
162.99,149.83,143.63,3
164.83,142.23,130.41,3
163.01,147.72,139.52,3
162.99,149.83,143.63,3
143.73,121.61,109.08,3
139.22,118.68,107.77,3
162.99,149.83,143.63,3
162.99,149.83,143.63,3
150.85,123.36,112.35,3
142.06,120.29,109.97,3
162.99,149.83,143.63,3
192.02,184.67,175.56,3
180.9,169.45,161.21,3
162.99,149.83,143.63,3
139.9,122.26,108.71,3
142.37,122.32,110.84,3
196.48,187.43,178.69,3
162.99,149.83,143.63,3
162.99,149.83,143.63,3
162.99,149.83,143.63,3
162.99,149.83,143.63,3
186.4,167.95,157.04,3
162.99,149.83,143.63,3
183.99,168.85,162.66,3
162.99,149.83,143.63,3
145.83,127.83,117.5,3
158.67,143.4,135.3,3
162.99,149.83,143.63,3
167.52,147.82,134.87,3
162.99,149.83,143.63,5
204.38,219.29,233.37,5
173.6,169.6,170.39,5
162.99,149.83,143.63,5
168.72,166.06,168.33,5
162.99,149.83,143.63,5
162.99,149.83,143.63,5
193.36,208.44,224.71,5
197.11,202.9,212.88,5
162.99,149.83,143.63,5
189.19,189.97,196.69,5
179.65,187.1,219.37,5
150.92,135.92,138.2,5
182.18,180.44,196.47,5
195.04,208.32,228.9,5
162.99,149.83,143.63,5
162.99,149.83,143.63,5
162.99,149.83,143.63,5
148.63,166.24,167.38,5
150.03,149.87,146.33,5
191.07,197.42,203.88,5
132.38,132.52,126.44,5
131.17,128.43,121.24,5
152.84,143.08,137.25,5
128.04,143.25,143.57,5
69.029,56.651,51.253,5
162.99,149.83,143.63,5
70.886,57.78,52.675,5
97.293,74.102,57.857,5
162.99,149.83,143.63,5
156.3,153.54,161.96,5
170.02,176.67,191.35,5
139.92,134.44,125.47,1
254.98,254.98,254.98,1
255,255,254.97,1
139.92,134.44,125.47,1
254.98,254.98,254.98,1
248.74,249.89,249.99,1
255,255,254.95,1
254.57,254.9,254.83,1
254.96,254.97,254.92,1
111.32,112.69,94.146,2
114.6,116.81,99.314,2
77.97,85.465,63.774,2
80.415,88.503,58.131,2
102.35,102.91,68.023,2
89.519,93.7,59.058,2
78.125,86.472,60.003,2
81.694,85.803,58.592,2
210.67,181.51,159.94,3
212.43,183.94,163.06,3
210.43,179.08,155.46,3
139.92,134.44,125.47,3
139.92,134.44,125.47,3
208.68,180.79,160.68,3
139.92,134.44,125.47,3
192.42,160.24,139.52,3
139.92,134.44,125.47,3
139.92,134.44,125.47,3
139.92,134.44,125.47,3
139.92,134.44,125.47,3
216.23,194.43,177.97,3
203.94,176.52,156.06,3
207.83,179.12,158.09,3
139.92,134.44,125.47,3
204.43,177.45,158.52,3
176.65,157.24,138.61,3
139.92,134.44,125.47,3
139.92,134.44,125.47,3
179.41,197.84,214.75,5
173.45,190.41,208.86,5
139.92,134.44,125.47,5
139.92,134.44,125.47,5
144.53,148.51,150.01,5
168.53,183.2,192.58,5
80.874,78.028,72.515,5
179.69,197.43,212.35,5
173.02,187.97,194.55,5
177.07,196.2,214.64,5
126.91,126.95,115.68,5
139.92,134.44,125.47,5
153.2,166.97,179.12,5
171.21,190.44,213.7,5
174.59,194.09,215.65,5
254.89,254.89,254.89,1
254.92,254.95,254.89,1
167.5,157.91,148.3,1
254.98,255,255,1
255,254.99,255,1
254.97,254.97,254.31,1
254.98,254.98,254.95,1
253.97,254.16,254.23,1
255,255,255,1
254.71,254.66,253.66,1
254.85,254.85,254.85,1
82.862,86.832,62.978,2
80.169,83.868,61.859,2
92.652,103.86,83.536,2
147.04,151.86,128.03,2
167.5,157.91,148.3,3
167.5,157.91,148.3,3
213.78,180.89,156.3,3
211.19,183.76,162.24,3
181.25,166.14,153.57,3
167.5,157.91,148.3,3
167.5,157.91,148.3,3
167.5,157.91,148.3,3
167.5,157.91,148.3,3
208.32,176.67,151.95,3
207.71,179.83,158.67,3
204.29,178.82,162.85,3
203.28,176.91,156.51,3
194.6,169.2,156.48,3
167.5,157.91,148.3,3
167.5,157.91,148.3,3
167.5,157.91,148.3,3
204.31,171.68,148.11,3
203.65,175.72,151.41,3
197.34,166.18,145.31,3
167.5,157.91,148.3,3
213.56,184.65,161.64,3
167.5,157.91,148.3,3
214.46,186.55,164.43,3
211.93,179.61,154.55,3
213.11,182.79,163.89,3
167.5,157.91,148.3,3
213.16,182.06,156.57,3
206.64,176.28,155.36,3
211.89,179.89,156.84,3
169.83,189.64,212.69,5
202.11,217.11,227.92,5
168.76,191.67,214.45,5
177.79,196.26,215.86,5
184.73,201.1,220.98,5
198.7,213.68,226.73,5
170.34,191.29,214.8,5
187.29,201.44,207.93,5
203.05,218.66,229.85,5
62.463,59.586,53.751,5
169.13,189.27,208.66,5
87.012,89.409,86.619,5
164.5,184.48,204.47,5
126.06,129.09,117.45,5
116.4,116.1,100.67,5
183.64,202.32,216.26,5
53.86,51.712,44.349,5
88.248,91.244,87.152,5
157.51,173.23,181.23,5
167.5,157.91,148.3,5
167.5,157.91,148.3,5
179.11,199.3,219.25,5
183.45,201.51,221.31,5
167.5,157.91,148.3,5
160.54,180.35,203.8,5
167.5,157.91,148.3,5
167.5,157.91,148.3,5
200.86,215.27,227.84,5
183.3,200.33,215.15,5
163.02,188.56,213.11,5
157.83,180.52,205.42,5
154.18,176.57,202.08,5
130.43,147.41,161.83,5
117.6,137.48,152.95,5
255,255,254.85,1
247.07,251.9,253.54,1
181.17,178.75,172.54,1
241.19,246.07,248.36,1
251.14,253.34,255,1
248.76,252.65,255,1
248.23,252.47,254.97,1
248.3,252.03,254.38,1
250.61,253.01,254.89,1
181.17,178.75,172.54,1
251.65,253.11,254.89,1
252.94,253.94,255,1
252.99,254.01,255,1
252.69,253.72,255,1
252.82,253.86,255,1
251.13,253.3,254.84,1
203.33,202.85,198.81,1
252.66,253.66,255,1
251.46,252.58,254.04,1
252.99,254.02,255,1
248.35,250.11,250.38,1
181.17,178.75,172.54,1
251.04,253.09,254.95,1
251.04,253.09,254.95,1
251.27,253.17,254.93,1
251.27,253.17,254.93,1
253.01,254.01,255,1
252.82,253.86,255,1
253.13,254.06,254.9,1
252.39,253.54,255,1
252.62,253.62,255,1
252.16,253.62,254.96,1
250.3,253.06,254.97,1
249.64,252.82,254.98,1
250.52,252.99,254.97,1
250.79,253.04,254.98,1
252.73,253.73,254.98,1
251.36,253.21,254.91,1
250.52,252.99,254.97,1
250.52,252.99,254.97,1
252.67,253.67,254.99,1
252.92,253.91,254.99,1
250.79,253.04,254.98,1
252.82,253.67,254.9,1
181.17,178.75,172.54,1
249.64,252.82,254.98,1
250.28,253.7,254.84,1
252.78,254.1,254.91,1
177.09,186.63,174.01,2
149.59,161.02,148.06,2
148.02,161.38,147.12,2
111.2,124.62,107.82,2
107.56,126.13,108.74,2
94.908,109.39,86.835,2
181.17,178.75,172.54,2
181.17,178.75,172.54,2
181.17,178.75,172.54,2
102.81,111.81,85.636,2
135.21,138.4,118.16,2
158.17,161.79,147.01,2
181.17,178.75,172.54,2
126.41,128.26,112.28,2
192.7,190.41,183.68,3
181.17,178.75,172.54,3
209.58,207.24,200.52,3
205.43,186.84,175.74,3
209.66,204.66,198.66,3
212.57,208.76,202.79,3
215.6,213.38,206.68,3
181.17,178.75,172.54,3
181.17,178.75,172.54,3
219.79,215.39,208.28,3
181.17,178.75,172.54,3
191.28,195.09,199.28,3
226.32,220.53,213.92,3
226.52,223.44,216.48,3
226.1,222.61,215.9,3
194.74,191.88,185.08,3
222.03,217.03,211.03,3
218.24,213.23,206.5,3
219.36,213.11,205.27,3
181.17,178.75,172.54,3
205.88,202.72,195.8,3
224.41,219.96,213.53,3
220.25,180.29,156.82,3
217.95,180.81,159.75,3
181.17,178.75,172.54,3
220.53,174.43,149.92,3
213.83,164.75,137.96,3
181.17,178.75,172.54,3
210.99,162.91,136.04,3
206.32,154.23,130.19,3
181.17,178.75,172.54,3
199.59,166.46,150.7,3
199.94,158.77,138.78,3
180.11,167.52,159.93,3
194.04,146.16,124.15,3
185.96,138.54,115.69,3
184.04,136.12,114.35,3
223.58,183.74,164.39,3
204.65,178.57,161.3,3
181.17,178.75,172.54,3
181.17,178.75,172.54,3
181.17,178.75,172.54,3
218.43,198.2,184.08,3
216.61,211.29,202.81,3
