@RELATION train_noxyregion

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
110.24,99.4,89.267,-74.606,30.672,45,50,3
111.83,101.13,91.472,49.447,13.497,72,26,3
104.9,88.018,73.275,-63.238,19.573,109,9,3
100.75,93,87.472,26.917,15.529,36,24,3
130.93,115.44,109.27,17.211,22.293,81,46,3
83.833,76.033,66.133,-15.375,72.563,30,19,3
76.103,71.379,65.241,61.451,15.59,29,25,3
110.65,100.53,91.727,-10.899,12.766,55,23,3
114.46,100.78,90.167,-0.73759,13.639,72,22,3
126.81,117.33,114.7,23.472,11.791,27,16,3
89.5,92.5,108.17,-37.942,15.229,12,27,4
89.196,83.019,90.196,-27.965,12.463,107,14,4
79.02,77.84,86.66,29.033,57.263,50,53,4
93.979,90.271,95.563,68.305,36.54,48,27,4
88,81,88.893,70.342,27.839,28,37,4
100.33,94.296,105.85,18.666,21.142,54,41,4
145.3,145.05,154.55,16.223,59.748,110,30,5
139.44,137.49,144.72,37.073,35.574,43,9,5
207.65,207.33,218.37,25.072,29.184,60,6,5
26.278,26.821,30.816,97.838,35.679,234,4,5
34.535,36.281,39.605,27.361,10.231,114,6,5
35.9,34.822,31.356,0.51883,12.625,90,8,5
75.758,84.304,94.534,11.192,21.025,161,20,5
93.194,92.573,99.847,15.168,25.191,386,4,5
99.472,98.696,103.17,75.632,24.92,161,3,5
27.011,26.176,28.198,10.909,61.135,91,9,6
244.94,249.28,244.58,81.694,37.017,1242,0,1
250.01,254.95,249.01,82.348,0.13907,351,0,1
250,254.96,249.01,85.958,0.15544,296,0,1
61.58,55.268,73.964,99.253,39.211,138,21,2
85.717,99.55,56.85,55.496,36.404,60,50,2
85.232,102.35,60.889,-11.399,20.573,99,24,2
77.315,88.481,52.074,0.82465,23.098,54,38,2
138.52,118.27,118.3,-0.084576,25.944,67,18,3
130,109.56,107.86,0.32422,29.615,78,47,3
147.93,135.51,138.21,39.588,14.204,70,27,3
137.72,121.27,119.35,59.074,25.971,71,12,3
109.79,94.676,94.248,32.712,22.06,105,25,3
127.28,111.42,117.08,-21.718,29.029,72,54,3
102.96,94.958,116.38,-14.528,36.033,24,57,4
106.97,100.21,120.79,12.995,20.666,39,34,4
108.05,99.053,120.93,-0.84092,40.124,57,54,4
110.79,101.43,118.83,-41.332,36.939,53,83,4
113.39,103.1,126.98,83.918,15.469,41,32,4
92.468,79.638,91.681,10.678,13.942,47,16,4
180.14,182.52,190.88,29.585,34.758,355,1,5
175.48,177.7,180.42,26.99,25.209,172,0,5
250.2,254.9,249.5,58.5,0.81213,20,0,5
27.5,26.5,31.5,82.074,32.318,8,4,5
29.583,29.646,36.01,12.149,58.466,96,3,5
43.705,42.804,47.719,0.88433,92.264,224,18,5
93.105,96.105,117.76,27.897,29.17,38,16,6
249.85,254.6,248.72,75.433,0.26262,2517,2,1
250,255,249,87.747,0,8988,0,1
250,254.98,249,87.623,0.093235,1099,0,1
205.68,207.84,211.37,22.029,28.539,154,0,1
55.45,69,38.25,-10.264,32.868,20,57,2
45.481,53.407,36.148,-14.805,35.997,27,56,2
69.563,81.5,56.875,19.905,18.381,16,34,2
145.23,127.71,130.26,14.195,26.346,35,52,3
107.36,96.929,96,0.70491,32.478,14,36,3
96.114,87.143,82.457,43.484,73.133,35,9,3
118.43,107.81,105.38,-46.968,16.671,21,29,3
127.19,110.12,105.6,96.675,23.068,42,42,3
137.75,127.25,127.86,-26.716,17.896,28,43,3
84.32,78.648,76.049,0.39064,13.801,122,12,3
112.69,100.77,97,-53.608,26.738,13,13,3
125.04,112.91,112.69,-32.131,22.171,45,17,3
70.128,65.526,70.603,12.686,11.387,78,8,4
90.571,85.057,103.17,44.268,20.067,35,24,4
90.4,84.6,101.6,17.484,11.037,10,16,4
105.64,96.556,113.49,69.042,18.618,45,15,4
103.44,94.944,110,-0.84116,18.434,18,35,4
88.598,85.629,100.58,86.881,22.141,229,7,5
127.39,135.75,164.65,24.235,24.733,202,2,5
219.3,219.01,226.13,30.144,24.563,98,3,5
26.725,25.725,30.786,0.13766,5.052,131,11,5
44.433,43.129,46.751,14.494,93.589,986,3,5
34.612,35.284,42.642,82.985,10.013,67,6,5
61.97,59.035,64.886,61.982,18.94,202,7,5
131.59,132.47,140.41,28.801,58.772,68,11,5
29.439,29.073,34.12,21.586,36.873,658,3,6
254.97,254.96,254.97,85.045,0.084858,859,0,1
255,254.99,255,88.794,0.015902,1865,0,1
254.99,254.97,254.97,84.408,0.077477,1698,0,1
254.97,254.97,254.98,83.306,0.085414,1237,0,1
254.98,254.95,254.88,79.903,0.092557,910,0,1
49.837,50.633,44.714,10.827,48.779,49,31,2
50.642,59.132,35.396,11.025,40.159,53,34,2
52.258,57.625,38.15,13.532,35.515,120,39,2
43.446,50.217,34.928,-0.76747,31.759,83,84,2
51.2,56.6,35.4,-96.243,26.976,5,28,2
136.82,117.18,106.71,0.5251,78.025,17,13,3
155.4,139.28,131.82,98.866,24.723,72,55,3
164.68,139.28,130.05,76.629,32.336,81,68,3
172.84,154.44,151.69,15.965,17.806,62,25,3
190.14,168.78,167.76,-48.536,34.408,72,73,3
160.28,143.95,135.5,-0.9017,28.588,40,53,3
184.06,164.56,158.24,-15.772,21.199,34,18,3
133.47,120.66,115.41,3.782,25.757,68,19,3
173.03,139.03,132.15,-59.757,38.264,33,85,3
145.62,128.83,125.83,0.52886,20.771,47,31,3
136.68,120.6,133.85,47.476,19.245,47,25,4
95.744,85.919,94.767,36.061,11.759,86,6,4
149.22,135.08,147.04,5.278,22.931,49,43,4
127.57,115.56,133.73,-0.16893,17.333,107,24,4
118.12,105.23,115.23,-12.585,12.731,26,15,4
148.5,139.91,161.34,-0.45809,18.225,74,34,4
152.48,140.98,156.3,-85.464,25.675,135,95,4
127.56,126.38,145.45,30.763,30.268,132,25,5
176.94,177.88,197.36,76.365,17.41,179,3,5
45.792,44.208,51.042,-22.575,30.167,48,3,5
49.149,47.546,53.273,11.247,10.908,377,33,5
41.833,39.9,52.8,-66.686,92.771,30,9,5
254.86,254.86,254.86,68.523,0.41071,44,1,5
176.16,175.92,183.89,70.961,55.535,227,1,5
48.135,41.798,42.107,69.832,45.012,178,6,5
159.05,156.62,163.58,5.614,40.604,116,3,5
38.414,36.913,43.495,99.954,41.406,531,9,6
74.551,78.246,88.899,-19.246,87.198,69,14,6
175.71,157.06,152,81.147,62.689,17,45,3
142.45,121.13,108.94,-35.282,29.963,82,60,3
157.07,136.56,129.76,-64.275,33.677,54,58,3
161.8,143.37,135.02,-31.494,48.934,51,73,3
161.49,140.2,132.29,-25.767,32.205,69,35,3
141.6,118,100.53,11.315,27.438,15,45,3
102.82,89.817,87.535,14.823,18.547,71,26,3
101.81,85.027,72.514,28.133,26.763,37,67,3
89.865,77.432,73.811,19.612,20.829,37,27,3
89.593,77.673,72.659,1.938,18.095,214,8,3
174.2,151.33,145.53,-13.746,30.689,64,47,3
143.63,126.1,116.22,-71.256,23.175,79,22,3
150.56,146.66,163.37,-29.435,28.393,70,60,4
119.77,106.29,121.83,46.961,45.807,35,7,4
146.7,139.35,162.65,-32.496,20.712,23,48,4
170.19,165,185.34,-18.844,23.638,32,40,4
243.8,247.62,250.04,15.268,22.609,55,3,5
212.59,215.49,214.33,28.811,12.691,571,0,5
109.13,105.17,122.14,97.529,20.914,126,21,5
250.51,254.65,246.68,64.689,0.66216,342,1,5
179.44,190.02,205.15,0.94733,26.345,41,35,5
156.24,160.11,170.53,68.736,12.869,38,8,5
58.389,60.584,66.088,33.993,65.771,750,4,5
72.034,74.017,78.435,15.855,13.611,237,7,5
51.773,50.335,53.139,19.3,88.418,635,15,5
64.78,65.631,74.541,25.784,12.33,268,6,5
104.21,99.249,109.24,-68.741,28.155,173,41,5
54.49,53.087,47.344,25.404,59.048,241,3,6
55.193,58.185,61.526,-85.513,36.055,135,6,6
45.432,49.432,57.459,-12.654,23.522,37,8,6
39.269,39.961,44.91,21.634,30.457,785,5,6
82.088,98.831,50.862,-16.043,41.461,160,39,2
54.905,58.599,38.263,30.611,24.77,137,14,2
191.83,171.93,157.28,4.773,38.308,29,78,3
189.34,166.77,158.4,47.256,34.223,65,45,3
204.11,181.11,171.71,21.674,36.602,35,56,3
63.476,53.095,44.762,21.368,99.755,21,20,3
146.78,122.88,113.01,43.827,25.664,90,62,3
188.14,164.27,155.81,3.638,40.917,37,63,3
168.97,146.03,138.23,11.965,34.329,73,57,3
118.21,101.87,90.308,14.521,23.638,39,31,3
132.75,121.2,114.22,27.583,25.793,93,43,3
177.24,170.02,193.08,-69.986,21.216,50,18,4
249.94,254.01,253.1,65.079,0.72581,316,1,5
251.04,254.4,253.62,67.515,0.4836,267,0,5
231.04,236.69,249.34,23.637,17.345,303,2,5
227.15,230.04,250.23,53.776,23.441,26,4,5
104.1,92.654,112.03,13.577,3.381,78,2,5
107.79,99.31,122.14,28.652,25.728,29,2,5
134.28,140.57,152.16,19.701,29.945,88,1,5
123.28,129.8,140.36,60.039,37.292,127,5,5
98.15,100.88,112.26,-17.387,16.261,313,4,5
72.754,74.65,82.296,7.503,10.834,568,8,5
162.21,105.93,55.976,29.259,56.845,82,5,5
123.27,123.8,145.23,-22.693,23.992,315,35,5
118.64,119.58,142.64,-12.162,21.449,242,29,5
53.134,54.433,49.567,82.168,80.277,134,2,6
62.961,60.938,63.846,13.91,10.158,259,5,6
219.72,218.18,222.95,41.387,17.125,496,0,1
255,255,251,84.86,0,1786,0,1
77.385,92.692,53.897,54.306,26.451,39,10,2
153.57,120.53,105.72,-31.889,34.304,162,22,3
137.76,106.08,93.08,-61.858,36.355,88,46,3
112.93,97.214,88.071,27.568,36.377,14,38,3
163.03,140.22,130.25,-17.309,26.076,36,21,3
196.31,178.09,171.29,-11.905,42.974,35,59,3
115.9,95.2,86.45,-59.751,20.623,20,25,3
145.36,120.82,111,-98.289,32.059,11,47,3
106.18,90.816,80.918,96.834,13.511,49,30,3
88.325,72.282,63.308,10.321,13.656,117,23,3
138.01,110.37,94.915,74.152,21.059,153,25,3
163.07,155.68,179.25,-61.808,10.16,57,13,4
159.43,150.48,171.24,-0.76498,17.639,21,49,4
170.9,163.47,186.17,-10.052,14.376,102,42,4
136.96,128.47,151.84,-58.845,31.694,115,32,4
178.33,178.04,185.1,31.63,28.037,209,174,5
191.26,190.98,197.04,41.216,19.221,469,0,5
180.51,183.28,198.83,-10.112,36.681,301,3,5
145.48,146.69,160.47,-36.849,36.61,225,4,5
180.18,185.21,195.12,-97.595,14.74,34,32,5
150.41,149.9,160.34,16.941,16.822,61,23,5
54.444,54.556,60.333,25.539,43.318,27,3,5
64.232,61.578,65.302,82.429,14.892,315,9,5
82.271,85.712,94.644,17.176,24.522,59,2,5
65.08,67.936,76.8,16.364,74.448,576,1,5
83.169,88.934,101.87,39.103,48.494,272,3,5
166.58,129.98,100.08,14.118,18.752,505,3,5
45.196,46.478,41.783,34.968,97.335,46,12,6
51.514,52,56.689,13.688,13.089,74,9,6
56.06,59.06,66.5,38.707,14.923,50,17,6
38.778,36.556,43.926,15.005,81.538,27,12,6
39.792,41.208,31.958,1.211,20.553,24,28,2
101.94,115.29,55.73,83.874,57.747,63,103,2
179.07,147.01,138.36,32.663,27.46,85,20,3
190.2,162.5,152.89,-12.307,36.959,56,11,3
202.25,170.49,164.97,2.666,36.957,77,67,3
183.86,148.01,140.07,0.013052,25.755,101,13,3
51.805,41.273,37.539,15.205,61.276,154,16,3
150.34,123.75,113.36,89.956,25.809,61,42,3
146.17,115.38,105.43,-48.005,28.074,81,27,3
176.74,153.18,150.38,-0.2025,27.3,106,71,3
205.38,208.68,243.06,19.85,21.535,204,3,5
203.94,206.57,242.16,18.172,19.895,109,4,5
68.309,56.539,70.239,27.313,84.229,330,6,5
89.069,69.379,86.379,28.438,23.796,29,36,5
140.67,142.67,155.02,44.646,25.357,43,4,5
107,105.16,114.79,-38.922,16.774,269,5,5
249.72,252.53,253.03,57.021,0.80483,332,1,5
236.55,239.56,250.34,31.129,15.534,431,3,5
225.32,210.21,201.62,11.195,24.833,107,134,5
57.691,53.473,61.855,74.104,42.296,550,5,5
74.063,66.783,71.522,19.767,14.881,272,11,5
164.9,134.14,121.15,-99.832,22.124,71,14,6
164.9,134.14,121.15,-99.832,22.124,71,19,6
75.86,90.904,50.86,13.286,31.715,114,24,2
198.6,178.99,166.99,-24.113,29.976,75,63,3
165.68,143.65,130.62,18.714,27.829,34,56,3
168.58,149.13,139.45,4.276,33.979,60,32,3
179.01,153.5,142.99,18.752,38.053,84,38,3
182.48,161.1,149.72,-94.128,29.298,81,73,3
191.2,173.25,160.62,34.525,26.081,71,34,3
80.922,74.972,72.43,5.18,13.626,179,29,3
137.83,114.83,98.645,0.20942,27.401,121,52,3
120.38,101,93.421,72.137,30.122,76,15,3
126.59,110.29,102.42,0.95984,34.838,174,89,3
249.1,254.93,245.1,88.806,0.15366,603,0,5
239.17,244.32,239.97,60.863,73.611,214,18,5
208.25,205.4,201.6,44.293,14.499,499,0,5
83.667,78.25,77.63,12.581,22.227,108,4,5
83.457,85.796,95.578,14.011,14.253,348,6,5
67.11,70.207,61.122,14.402,11.575,82,20,5
75.683,75.537,81.32,15.894,96.942,356,4,5
81.645,79.155,83.361,71.249,13.008,1070,6,5
154.48,154.18,160.32,26.485,25.376,180,0,5
191.23,195.84,193.48,49.259,19.623,275,153,5
113.5,109.8,119.6,22.754,9.504,338,3,5
212.25,221.84,248.74,20.227,20.871,117,2,5
80.104,82.261,77.6,0.74818,56.158,115,12,6
68.256,72.663,78.041,20.833,23.114,172,3,6
252.98,253.98,249,86.889,0.093824,2158,0,1
252.99,254,249.01,88.651,0.0083573,3070,0,1
252.98,254,249.01,89.24,0.025485,2443,0,1
250.43,251.3,246.45,85.907,13.376,6359,0,1
77.61,75.383,48.05,93.591,17.507,141,27,2
30.191,33.588,22.221,-10.076,16.194,68,27,2
32.303,33.469,24.8,28.059,12.456,145,12,2
36.286,38.286,25.057,-3.757,17.788,35,28,2
25.758,26.758,20.636,-74.014,11.256,33,17,2
122.69,103.69,91.938,-0.62185,18.308,16,31,3
112,90,76.6,76.454,14.986,10,35,3
95.13,79.043,63.696,12.938,12.535,23,17,3
126.03,108.14,95.861,15.887,15.757,36,21,3
132.38,112.75,100.94,-41.726,13.067,16,17,3
143.31,121.31,108.31,-17.562,11.594,86,12,3
126.81,108.81,96.813,28.125,18.694,16,33,3
79.159,71.136,78.659,10.783,97.548,44,20,4
79.7,68.7,75.5,10.322,14.568,10,12,4
76.521,66.271,67.833,-15.046,32.832,48,58,4
86.278,78.278,89.278,-64.132,17.948,18,23,4
223.72,222.19,220.68,64.508,59.261,316,19,4
94.667,84.778,95.111,-55.738,13.134,18,30,4
185.65,183.65,192.46,-1.395,48.518,114,6,5
120.25,123.36,151.36,38.659,18.234,85,3,5
52.948,44.546,49.845,-16.656,24.096,97,29,5
96.636,96.418,104.87,27.504,11.36,55,25,5
80.619,74.571,66.119,26.21,72.151,42,14,5
70.145,63.491,55.805,-29.935,19.967,159,14,5
41.084,38.523,38.009,12.984,87.235,107,7,5
84.176,84.423,81.238,56.283,16.926,227,18,5
70.842,71.789,80.14,85.781,15.23,57,12,5
130.68,127.97,133.99,54.409,12.637,277,13,5
91.144,80.308,75.49,21.887,18.05,104,8,5
43.067,37.387,35.939,-13.815,96.941,163,8,5
25.179,22.211,22.486,28.378,27.144,521,1,5
25.071,24.31,30.381,18.133,50.966,42,5,6
251.09,250.59,251.43,84.68,26.165,1105,0,1
249.85,249.34,250.43,81.574,38.587,735,0,1
255,255,255,89.284,0.0011704,10814,0,1
254.99,254.99,254.98,88.662,0.037092,1096,0,1
43.906,50.844,43.109,-91.941,37.696,64,39,2
57.958,67.708,60.208,-16.486,38.875,24,44,2
33.421,37.579,34.263,10.395,19.321,19,42,2
29.536,37.518,32.818,-89.894,20.513,110,14,2
147.84,121.79,126.08,16.262,24.117,38,33,3
109.14,94.75,96,44.378,18.925,28,25,3
86.595,71.381,72.262,8.853,13.988,84,21,3
180.36,155.41,158.41,59.489,17.622,22,36,3
183.55,152.06,163.83,-14.924,17.521,64,22,3
140.59,118.21,130.79,-73.577,17.112,63,39,3
148.79,119.96,120.19,69.882,22.02,53,25,3
139.98,113.75,110.39,75.534,19.514,61,31,3
160.47,137.62,138.48,-65.098,26.464,60,42,3
98.636,92.091,112.73,-10.197,29.452,22,71,4
90.517,82.034,98.708,84.971,22.427,89,42,4
131,120.62,145.85,-10.914,30.421,13,34,4
117.38,105.31,141.31,93.808,24.27,13,18,4
67.302,65.163,85.488,58.633,31.45,86,47,4
61.911,59.732,77.018,-38.713,38.858,56,76,4
136.84,122.52,149.81,-54.589,39.358,31,58,4
127.67,126.85,149.41,70.212,84.611,123,129,5
125.39,114.54,139.77,13.926,29.84,127,54,5
190.52,189.64,199.14,13.154,67.464,139,1,5
202.04,202.52,210.71,28.11,51.36,52,1,5
129.48,131.27,144.84,91.603,49.943,225,1,5
99.892,127.93,155.14,39.437,99.129,166,12,5
91.588,106.46,130.54,10.814,38.289,272,20,5
76.344,82.25,104.34,-73.144,32.376,64,12,5
29.98,26.357,31.704,-0.14502,89.313,98,12,5
28.067,25.933,33.667,42.244,70.521,30,8,5
24.783,25.326,25.609,46.649,22.612,46,13,5
29.646,13.031,25.433,25.594,62.429,127,8,5
163.13,166.01,184.61,-85.477,41.142,152,9,5
92.513,82.846,103.03,54.376,42.795,117,7,5
46.614,45.301,69.458,77.389,13.887,83,4,5
85.69,94.707,116.88,13.526,42.93,58,18,5
190.13,182.74,198.03,-11.684,41.681,62,10,5
179.78,160.66,170.67,-87.372,46.378,156,8,5
126.78,126.75,155.02,74.024,31.361,239,8,5
148,148.18,172.35,-25.738,33.048,142,14,5
98.31,106.19,151.19,-97.418,26.276,113,3,5
38.083,36.227,49.217,72.284,91.658,277,5,5
57.336,55.037,77.112,-0.13857,30.632,107,57,5
88.113,84.099,103.59,-0.1479,30.701,141,27,5
32.502,26.656,42.392,-79.706,77.644,227,8,5
189.23,185.7,194.23,23.125,35.806,132,0,5
23.971,23.382,35.685,27.731,14.595,524,3,6
248.04,253.72,243.94,87.073,10.131,5114,0,1
249,255,245,89.163,0.0026226,28468,0,1
249.01,255,245.01,89.099,0.0098105,13510,0,1
249.01,254.99,245,89.849,0.0027608,10142,0,1
234.49,234.01,224.75,71.846,51.702,1982,0,1
114.64,94.611,54.567,0.3026,22.074,90,46,2
43.289,42.822,27.356,-12.271,15.3,45,25,2
51.86,48.5,24.34,-10.753,14.539,50,36,2
47.559,49.368,27.324,-0.99018,21.063,68,21,2
132.82,103.37,92.711,10.371,15.48,38,33,3
123.96,99.638,87.625,21.335,15.32,80,26,3
126.39,96.323,72.516,59.916,13.896,31,30,3
137.75,106.15,84.15,0.40908,15.024,20,33,3
154.81,118.57,100.6,-57.738,92.473,47,12,3
129.64,100.29,89.307,57.821,13.702,75,20,3
126.09,98.765,86,27.723,12.501,34,24,3
138.09,103.44,92.281,0.84866,17.044,32,21,3
120.27,75.879,62.29,23.154,10.471,107,9,3
92.467,65.933,63.333,-88.432,24.994,15,25,4
106.75,83.653,86.069,51.613,24.258,72,19,4
114.69,89.469,92.563,0.62304,22.901,32,53,4
110,83.875,92.5,14.94,14.773,16,18,4
117.87,87.849,92.868,41.743,23.39,53,38,4
145.95,105.37,109.26,-15.016,15.964,19,25,4
187.74,175.6,175.07,12.449,45.347,148,1,5
119.37,99.476,117.66,11.354,67.682,675,3,5
60.732,43.5,48.661,40.954,39.504,56,2,5
133.17,119.61,130.58,28.531,11.108,140,30,5
49.103,33.371,33.578,10.633,57.928,116,6,5
73.094,68.453,78.883,14.606,61.818,256,3,5
57.31,44.647,42.929,16.286,16.385,184,4,5
49.795,35.182,38.727,13.312,62.095,44,7,5
126.96,124.5,126.84,13.185,26.043,250,7,5
57.682,43.373,42.504,17.395,64.469,601,16,5
55.636,43.864,42.409,18.882,18.929,22,4,5
111.56,101.81,99.31,13.398,21.171,210,5,5
249.01,254.73,245.07,47.646,11.731,67,0,5
178.87,174.36,169.68,13.308,71.835,47,0,5
49.402,39.252,44.822,-36.043,37.001,107,11,7
252.67,252.57,252.54,69.791,0.71381,1145,0,1
64.429,65.429,58.524,-0.45352,42.412,42,39,2
55.507,58.693,48.933,10.766,16.36,75,54,2
53.737,66.526,47.421,-29.453,24.566,19,28,2
158.76,143.91,138.24,16.461,14.756,34,18,3
141.05,131.7,122,99.347,20.778,44,25,3
102.76,93.301,85.728,59.799,10.055,103,9,3
144.14,130.56,128.75,-2.669,11.379,72,6,3
143.63,125.12,118.59,4.747,23.271,98,44,3
149.52,133.13,125.22,14.471,13.11,46,14,3
130.67,123.45,117.59,3.582,22.629,49,41,3
140,126.33,117.33,-39.864,12.442,9,23,3
131.64,130.64,136.14,17.677,50.64,14,48,4
102.22,101.26,106,-17.475,37.284,27,86,4
122.28,121.29,135.64,-15.782,42.688,78,35,5
171.44,169.56,187.54,12.146,6.758,59,25,5
109.96,106.09,117.68,58.017,33.287,151,12,5
180.41,181.7,198.74,18.767,48.754,99,4,5
152.8,156.59,169.13,20.037,34.179,262,2,5
174.85,178.02,187.46,29.923,21.743,243,8,5
165.49,166.63,178.59,7.122,22.618,229,5,5
149.41,151.18,160.53,0.36354,25.807,205,7,5
102.9,96.69,115.97,-88.388,48.573,58,95,5
123.74,123.52,138.46,59.662,35.035,125,26,5
131.07,133.16,138.01,-90.311,32.723,180,12,5
46.765,49.824,54.431,-30.735,46.965,51,3,5
47.041,48.306,54.959,-38.249,63.184,98,13,5
197.01,202.62,216.01,39.858,30.144,338,1,5
53.391,58.957,57.891,33.632,34.705,46,4,5
145.81,131.71,129.14,-25.342,14.159,21,32,5
92.282,82.376,86.024,10.374,55.606,85,12,5
226.59,228.39,231.13,48.278,14.593,674,2,1
253.1,252.21,253.48,69.259,0.46047,1287,2,1
252.32,252.19,253.15,66.923,0.489,3506,1,1
246.54,246.54,248.77,61.36,0.73127,5314,0,1
36.423,38.423,25.885,15.328,76.597,26,12,2
16.356,17.753,12.877,18.428,44.945,73,14,2
13.765,15.941,10.588,11.376,63.743,17,10,2
16.083,20.896,14.104,56.997,55.052,48,6,2
81.411,67.442,64.347,14.684,64.329,95,5,3
69.205,59.205,49.295,-5.705,14.29,44,24,3
56.342,45.883,39.425,14.185,78.907,120,7,3
71.027,61.081,59.622,-37.208,64.904,37,8,3
78.816,70.868,63.842,31.723,59.085,38,14,3
67.718,61.847,56.553,79.055,70.206,85,9,3
48.818,41.273,48.455,-10.716,13.419,11,16,4
43.506,40.671,41.57,-80.152,14.365,79,22,4
56.909,48.682,56.909,13.979,71.656,22,7,4
60.263,54.316,60.921,78.958,73.746,38,14,4
60.62,55.747,61.595,11.42,61.028,79,11,4
61.658,58.421,68.181,0.029285,89.378,354,2,5
33.882,32.126,36.655,15.13,62.118,501,29,5
122.57,120,128.08,65.429,37.994,262,99,5
107.41,105.49,110.9,19.264,36.867,167,6,5
59.885,59.731,58.885,-79.264,69.024,26,11,5
47.642,45.109,47.679,18.829,12.901,377,15,5
49.024,44.341,40.22,29.118,83.602,41,14,5
38.311,34.063,33.395,12.254,9.163,190,4,5
19.397,18.904,22.603,41.426,64.226,73,11,5
35.632,31.038,28.443,-43.286,14.835,185,7,5
39.549,36.998,35.386,13.136,85.442,599,23,5
39.584,35.496,35.478,58.992,98.923,226,28,5
31.918,32.538,34.971,10.357,16.183,171,25,5
15.613,16.19,16.895,10.858,36.762,315,1,5
46.66,47.103,49.979,-11.636,27.533,194,14,5
50.309,48.649,51.5,-81.363,33.911,94,18,5
253.99,254,253.99,77.923,0.093493,2905,0,1
249.3,249.23,249.42,69.996,10.46,277,0,1
73.118,84.118,63.147,-17.956,30.664,34,18,2
59.304,65.217,44,25.762,38.793,23,8,2
39.801,45.038,27.224,-70.842,11.64,156,9,2
135.35,119.15,117.65,18.375,17.222,26,47,3
167.83,155.85,159.81,-38.043,76.978,47,16,3
95.444,79.444,79.089,-13.456,22.939,45,31,3
126.57,112.84,109.66,-24.034,23.559,44,62,3
109.51,98.991,96.275,10.105,15.194,109,8,3
122.05,110.31,105.86,62.527,16.042,85,22,3
163.89,148.63,148.89,65.353,17.084,35,43,3
72.304,71.696,85.732,15.268,29.029,56,55,5
70.046,64.657,75.296,17.456,30.482,108,27,5
78.141,74.065,87.652,25.695,29.58,92,30,5
181.82,182.18,192.94,48.807,45.257,177,29,5
50.971,45.014,50.8,26.915,34.508,70,34,5
67.725,65.137,78.784,81.848,42.998,51,80,5
126.77,124.05,140.16,29.871,76.004,196,139,5
48.385,44.487,50.949,82.017,59.932,39,30,6
251,255,254,88.13,0,9384,0,1
251,255,253.95,89.223,0.053895,3418,0,1
35.256,34.282,35.852,42.759,10.942,277,8,2
53.924,47.909,44,56.501,24.348,66,20,2
222.07,204.6,201,27.346,19.582,15,32,3
103.52,90.407,84.444,-0.047032,14.552,27,34,3
144.66,123.39,111.31,22.987,15.04,62,18,3
166.21,145.02,134.14,74.266,26.495,66,23,3
231.57,211.37,207.81,23.976,24.398,67,22,3
80.659,78.126,93.12,16.835,15.186,167,6,5
41.872,40.872,56.872,11.689,61.342,39,11,5
160.47,154.89,194.27,22.22,61.959,531,3,5
173.15,165.35,206.82,39.348,16.071,211,2,5
166.44,159.77,200.61,15.26,19.926,95,5,5
186.91,196.65,234.72,18.205,26.824,263,5,5
172.73,185.1,222.51,1.343,10.544,282,11,5
47.566,45.566,56.566,13.792,36.162,288,5,5
32.6,30.988,37.282,16.278,44.414,85,8,5
71.452,67.081,78.919,-14.783,59.785,62,141,2
228.4,211.37,196.88,12.163,29.66,52,20,3
208.36,188,177.24,-13.973,42.369,45,41,3
221.94,198.11,188.08,-58.692,30.155,112,16,3
209.82,182.76,171.94,-4.706,24.122,34,54,3
202.93,180.36,167.79,27.072,28.868,14,36,3
220.37,189.34,179.24,-45.053,26.812,68,63,3
106.14,94.714,92.857,-19.237,20.314,7,25,3
215.42,192.53,186.24,-8.71,24.012,38,11,3
180.86,158.54,148.3,0.93686,48.863,37,18,3
64.231,54.231,53.231,-4.155,80.758,26,10,3
60.32,48.734,48.039,17.314,66.509,128,7,5
251.96,254.8,247.81,80.479,0.37777,171,0,5
101.09,94.116,92.651,14.318,66.222,43,17,5
32.38,29.729,34.566,27.209,27.605,129,6,5
185.15,174.65,173.53,26.394,12.757,175,5,5
252,254.76,247.8,54.574,0.66046,94,0,5
241.64,247.42,249.72,47.029,1.076,240,1,5
35.556,33.444,41.944,0.72575,36.766,36,7,6
252.69,252.85,253.69,79.672,26.985,585,0,1
252.82,252.71,253.42,83.38,25.482,4052,0,1
52.942,47.327,60.192,-1.659,42.92,52,20,2
199.46,174.15,164.36,67.107,26.597,67,33,3
178.85,157.65,155.72,16.538,41.04,54,18,3
196.27,172.81,171.1,6.917,34.391,48,53,3
135.8,117.01,114.81,12.102,21.812,96,44,3
124.18,108.03,107.73,85.367,17.906,74,14,3
162.9,139.92,134.33,-42.837,22.157,102,38,3
113.43,96.286,95.429,-16.851,27.04,14,41,3
188.41,158.03,147.25,-19.815,28.87,64,20,3
143.84,143.79,176.93,14.658,11.256,571,3,5
139.49,140.12,174.27,60.036,14.848,214,2,5
50.166,48.592,57.44,11.912,43.071,434,3,5
64.907,67.86,113.56,32.392,12.152,43,8,5
65.983,47.472,34.149,13.952,49.423,538,9,5
33.19,30.91,32.734,25.342,36.606,379,3,5
167.3,151,137.7,-27.553,73.018,47,10,3
162.18,146.11,133.99,59.467,11.214,95,23,3
168.71,155.79,142.99,19.117,14.669,76,22,3
164.23,153.8,140.52,-71.258,12.336,192,20,3
