@RELATION train_noxyregion

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
149.38,171.83,73.967,79.813,22.396,60,57,2
63.518,79.196,38.643,9.183,30.314,56,18,2
65.5,98.182,57.818,35.606,44.718,22,56,2
96.967,129.37,88.8,-80.897,45.01,30,27,2
87.833,98.653,60.042,10.465,22.762,72,38,2
240.34,189.94,153.67,24.229,60.849,70,7,3
246.46,209.08,173.84,17.815,82.135,111,9,3
248.73,216.38,185.64,-18.537,7.578,56,10,3
245.06,208.9,178.97,-19.952,91.003,31,11,3
248.42,215.55,190.35,92.892,76.745,71,11,3
241.91,210,182.93,-50.806,13.422,54,20,3
248.91,210.29,178.41,57.685,71.949,117,9,3
246.21,201.23,172.1,12.506,88.527,39,6,3
235,186.71,153.1,0.38116,15.136,31,27,3
225.55,173.32,137.43,28.582,88.537,84,10,3
224.27,172.55,133.84,75.827,82.868,103,5,3
221.45,167.21,132.7,-0.8661,78.211,47,17,3
214.45,156.71,122.18,93.481,14.887,80,20,3
206.05,144.56,115.15,25.886,13.829,84,25,3
201.17,144.8,115.2,49.914,17.559,100,21,3
204.86,145.34,115.36,10.171,10.573,169,16,3
205.68,151.25,119.82,-10.154,11.294,60,23,3
201.53,141.73,111.63,-21.022,14.305,92,21,3
216.45,160.35,127.97,10.325,14.551,110,25,3
214.97,161.03,123.03,47.712,21.536,39,19,3
228.06,178.32,139.99,12.61,10.043,80,33,3
232.51,181.89,148.23,52.505,13.389,53,19,3
242.13,199.63,164.9,94.363,10.791,30,12,3
242.33,197.41,164.8,41.745,10.465,159,13,3
246.48,202.07,172.52,57.316,80.401,27,12,3
250.52,215.52,184.74,17.257,68.314,27,10,3
249.47,215.42,184.8,83.384,73.594,81,13,3
247.04,207.49,177.28,-1.435,96.416,158,14,3
248.56,210.09,179.07,6.607,65.391,55,13,3
244.71,203.13,168.15,10.221,10.822,62,7,3
243.08,195.82,157.25,53.941,77.016,108,14,3
237.55,183.41,142.97,12.618,76.997,95,12,3
227.67,178,143.33,50.584,88.506,48,13,3
221.36,174.11,140.03,13.678,80.972,90,5,3
219.91,170.16,135.94,-7.855,11.262,70,6,3
198.73,139.76,108.18,-38.307,11.275,49,14,3
214.49,156.32,120.89,10.997,16.624,76,16,3
220.31,168.56,129.31,48.125,15.79,80,41,3
229.71,175.46,131.77,3.521,11.131,35,10,3
235.44,184.31,144.57,20.381,14.502,80,9,3
230.45,173.3,137.2,78.092,12.954,84,8,3
232.14,175.36,134.15,-1.707,9.237,91,11,3
238.96,190.25,149.96,14.344,11.037,24,21,3
239.78,194.5,157.63,10.527,94.084,129,8,3
245.32,197.39,158.35,31.228,8.227,62,18,3
222.46,177.15,142.79,-40.544,44.304,39,5,3
245.11,204.79,173.6,18.938,77.869,47,8,3
227,218.66,219.6,27.92,20.335,263,1,5
187.61,165.53,147.6,60.803,22.209,271,4,5
169.08,161.55,158.75,23.373,11.876,557,2,5
173.8,161.09,152.57,-10.547,21.279,153,9,5
202.47,201.16,207.65,10.242,52.263,148,5,5
91.745,75.529,76.118,28.312,53.167,51,6,5
59.319,41.942,40.061,25.346,56.586,360,3,5
61.154,78.867,14.154,15.997,23.731,279,11,2
81.281,96.422,27.346,11.137,31.076,185,18,2
56.582,66.925,22.597,-10.291,24.025,67,28,2
81.438,97.993,36.146,36.293,28.247,144,25,2
56.8,77.62,17.48,17.919,22.865,100,28,2
41.233,58,80.667,87.514,11.614,30,8,2
27.145,43.073,77.636,66.579,11.087,55,6,2
77.262,83.119,31.524,19.857,20.423,42,16,2
44.432,63.25,16.773,36.647,20.399,44,18,2
49.38,67.521,13.394,-96.237,18.174,71,45,2
55.185,69.444,20.769,-32.783,28.718,108,42,2
37.246,60.362,85.797,-27.062,13.776,69,10,2
68.667,69.909,36.394,11.362,38.781,33,60,2
86.506,56.371,38.324,11.556,7.767,170,14,3
78.146,55.159,39.579,0.9278,10.332,164,21,3
83.818,52.394,32.576,-68.935,10.15,33,17,3
61.607,44.852,33.066,15.654,13.851,61,16,3
76.689,46.289,27.911,24.933,86.256,45,8,3
79.957,54.293,38.95,-11.996,13.012,140,9,3
66.897,40.632,26.294,18.766,47.555,68,5,3
70.007,47.577,32.134,76.885,13.09,142,13,3
65.6,42.444,28.578,-20.959,86.941,90,10,3
55.729,41.516,25.561,54.107,84.362,155,9,3
59.109,39.703,25.733,-0.66416,51.367,101,13,3
57.979,39.521,22.688,13.726,54.182,48,6,3
65.247,38.617,23.543,0.40775,82.567,81,8,3
62.709,37.267,22.453,37.849,94.286,86,13,3
72.569,44.157,30.353,-33.503,9.953,51,11,3
33.99,23.021,11.763,12.495,36.746,97,4,3
35.656,18.781,94.375,-0.036985,45.331,96,5,3
43.109,26.359,15.047,-0.15046,53.703,64,5,3
31.587,21.7,12.9,-16.832,74.217,80,8,3
40.859,28.446,17.845,89.863,64.378,213,6,3
50.884,31.279,17.767,13.108,52.727,43,11,3
58.423,34.592,20.408,-38.356,72.728,71,10,3
54.3,33.367,19.467,75.449,53.114,60,7,3
48.164,29.905,18.216,79.754,5.791,116,12,3
55.185,33.323,19.754,19.682,61.006,65,9,3
52.243,33.811,20.459,96.748,75.657,74,8,3
39.485,28.341,18.727,10.173,44.809,132,3,3
43.712,32,21.346,61.642,41.301,52,4,3
32.968,20.57,10.355,18.955,32.264,93,2,3
36.117,21.427,82.749,10.448,46.093,171,7,3
16.268,6.75,0.91071,19.979,20.277,112,3,3
12.579,46.424,0.82727,24.806,16.403,330,2,3
36.827,25.227,10.907,9.097,32.702,75,2,3
180.58,175.08,184.85,73.014,16.017,53,25,4
168.63,161.98,174.02,84.808,25.392,57,33,4
56.727,55.147,40.508,58.946,10.227,429,3,5
50.122,44.378,30.122,34.471,82.701,74,18,5
62.11,58.93,45.69,36.714,57.428,100,7,5
13.641,20.654,14.498,29.649,49.812,217,4,5
56.837,53.196,38.435,30.815,11.064,92,1,5
140.16,96.178,52.227,-40.864,13.418,304,10,5
30.04,27.81,16.73,28.251,19.349,100,5,5
28.241,28.816,28.885,-0.18083,18.739,87,21,5
44.389,36.872,24.174,74.986,12.484,149,9,5
37.326,23.034,16.393,45.343,14.002,2980,4,6
10.606,0.98485,0.43939,48.13,0.74016,66,1,6
86.812,97.609,35.42,58.217,95.216,69,13,2
76.558,79.605,60.558,-88.695,18.485,43,32,2
61.203,73.438,24.266,13.309,27.998,64,49,2
79.462,99.257,49.673,-44.871,28.722,171,41,2
110.47,115.72,75.625,-0.33824,59.5,32,37,2
21.946,34.108,19.538,44.142,14.407,130,26,2
50.184,67.041,36.408,-0.21825,19.056,49,45,2
52.685,67.26,43.244,26.744,16.667,127,24,2
51.354,59.563,51.771,-86.571,19.951,48,18,2
31.245,47,20.878,51.211,15.468,49,35,2
92.6,66.644,54.178,0.45859,13.231,45,24,3
96.812,67.682,51.682,11.61,11.408,85,23,3
97.275,67.755,52.284,-15.352,14.755,102,30,3
87.245,62.863,51.52,0.24545,10.657,102,23,3
106.94,80.071,73.762,34.528,12.531,84,14,3
101.65,79.474,69.772,-38.371,25.916,57,13,3
91.913,65.717,55.696,-14.386,12.917,46,13,3
215.55,219.11,229.46,11.486,20.323,94,77,4
197,209.38,226.5,-26.093,30.915,24,47,4
61.351,67.144,57.732,13.861,16.917,97,25,5
34.585,40.254,39.115,96.722,16.366,130,51,5
98.926,108.4,127.68,4.303,38.778,81,57,5
32.763,35.254,26.153,79.569,17.744,118,22,5
69.99,80.02,69.214,14.958,17.292,98,21,5
96.881,97.571,91.738,-94.211,38.957,84,42,5
28.632,32.289,26.667,17.52,53.753,114,5,5
48.364,46.156,41.455,26.725,61.188,77,8,5
42.855,43.49,42.91,21.263,66.458,365,5,5
51.863,58.93,70.59,26.007,83.787,227,5,5
48.281,55.086,63.432,-23.589,68.944,139,8,5
143.5,159.01,171.58,-43.266,93.401,109,10,5
144.44,156.52,178.36,12.748,62.167,130,10,5
88.146,93.229,99.583,46.427,48.824,48,69,5
126.64,137.2,146.89,-14.845,23.542,74,21,5
192.12,198.4,198.07,11.47,73.735,258,1,5
84.071,14.496,22.212,12.813,38.799,113,3,2
87.806,12.456,30.342,14.643,41.077,351,26,2
12.935,16.191,25.341,24.139,41.319,367,3,2
40.64,51.72,10.027,0.91299,12.077,75,23,2
83.75,72.206,31.574,-18.734,22.76,68,29,2
40.929,39.982,90.531,-49.307,13.568,113,7,2
25.903,27.113,11.258,-13.879,19.512,62,29,2
22.203,23.849,49.583,-91.757,91.118,192,21,2
10.761,13.879,40.501,11.315,81.085,339,13,2
94.423,12.433,39.135,-54.386,5.963,104,14,2
20.784,28.918,7.597,-15.457,15.06,134,17,2
14.447,19.66,83.245,80.203,15.405,188,8,2
32.73,39.552,58.098,-32.296,91.372,163,6,2
30.915,42.851,39.787,-95.085,72.194,47,8,2
53.64,57.42,8.18,0.73764,13.511,50,33,2
43.094,39.736,10.434,31.241,17.995,53,39,2
25.908,33.33,48.435,56.909,79.418,294,15,2
33.23,38.203,69.324,52.347,93.832,74,10,2
32.219,35.933,21.938,5.058,23.016,210,12,2
12.564,20.282,98.205,15.818,15.939,39,42,2
29.648,38.87,16.667,10.819,16.157,54,8,2
13.389,20.463,71.296,19.605,84.569,54,8,2
44.821,55.368,19.226,61.933,11.09,106,6,2
20.795,28.877,10.671,71.391,88.914,73,12,2
18.056,16.569,64.583,-10.354,90.937,144,13,2
138.21,96.564,63.923,-0.89568,21.824,117,16,3
129.78,95.015,66.469,-15.432,33.252,130,22,3
124.98,88.019,57.463,-17.399,25.793,54,45,3
119.7,85.8,59,15.743,13.567,30,6,3
102.86,70.125,46.963,12.743,14.301,136,6,3
77.684,53.621,33.979,10.655,11.78,95,13,3
94.56,65.84,46.573,-23.642,11.174,75,9,3
65.786,41.357,25.429,-61.632,15.727,14,19,3
60.52,38,22.6,42.257,10.314,25,13,3
60.987,38.688,22.234,51.153,14.132,77,31,3
69.109,45.652,27.109,11.564,19.973,46,29,3
66.397,39.719,23,5.706,17.42,146,32,3
48.8,28.837,12.075,81.381,77.828,80,7,3
52.692,30.879,16.077,11.817,93.195,91,18,3
65.899,39.747,21.177,35.773,12.439,79,24,3
87.054,53.338,28.473,6.757,11.291,74,13,3
77.174,46.594,25.101,-54.121,12.007,69,25,3
62.156,40.271,18.469,14.772,10.703,96,19,3
39.801,22.206,81.985,11.349,49.475,136,13,3
45.806,26.625,12.369,18.532,67.329,160,9,3
88.102,58.261,36.386,3.592,13.688,88,19,3
65.422,41.8,25.844,-52.493,12.859,45,7,3
44.985,28.412,16.221,84.532,11.987,68,9,3
109.07,74.854,52.024,68.526,11.575,82,14,3
92.292,64.667,43.375,72.461,11.866,48,24,3
80.468,53.359,34.212,0.60483,10.169,156,19,3
120.88,119.08,91.462,-40.642,20.152,52,19,5
56.387,59.548,53.387,24.374,64.547,31,107,5
15.414,12.608,76.983,93.103,50.508,232,7,5
15.375,14.475,82.438,39.491,12.52,160,15,5
18.468,15.702,24.043,18.43,37.901,47,5,5
14.597,12.327,10.687,23.631,80.804,367,4,5
18.033,18.033,0.5082,22.614,21.407,61,2,5
34.105,38.155,39.171,31.94,52.531,181,5,5
45.256,48.397,41.551,34.595,9.732,78,15,5
31.064,30.477,20.125,60.366,23.263,281,3,5
26.792,27.875,21.133,21.232,3.823,240,3,5
15.029,10.478,92.428,61.499,11.273,276,12,6
41.767,55.95,57.7,44.451,39.815,60,113,6
94.936,66.83,70.681,24.568,45.492,47,1,6
85.107,94.87,56.881,-25.274,35.513,177,7,2
42.948,46.565,16.958,44.159,11.363,191,17,2
81.841,87.824,58.023,-93.371,30.135,176,6,2
43.264,48.83,13.792,25.369,19.29,53,23,2
39.652,50.435,10.174,-20.085,11.541,23,7,2
55.904,68.635,10.019,-79.459,15.679,52,22,2
64.231,62.641,31.859,-85.325,18.356,78,24,2
49.743,57.971,16.6,18.362,11.192,70,20,2
77.019,90.907,56.87,51.909,49.689,54,9,2
72.966,84.58,38.375,0.25601,28.298,88,9,2
34,45.057,17,-59.402,15.777,35,37,2
17.643,26.771,85.714,33.952,99.528,70,14,2
20.529,32.388,90.941,12.923,89.842,85,14,2
20.427,22.94,10.897,11.698,10.836,117,8,2
25.877,34.737,18.754,64.988,14.982,57,42,2
30.647,34.588,13.265,56.469,93.165,34,9,2
34.633,42.468,15.013,-42.722,14.478,79,15,2
23.286,32.333,10.476,-45.119,15.279,21,26,2
61.954,46.277,33.738,78.918,5.05,65,4,3
57.414,36.293,25.612,92.326,10.251,116,9,3
33.188,27.024,24.163,88.057,10.725,208,6,3
51.806,33.624,20.172,76.608,4.346,93,5,3
162.47,174.44,190.16,51.591,49.141,165,9,5
92.682,99.894,113.77,11.107,33.948,66,4,5
38.424,46.242,35.818,17.628,10.151,33,11,5
32.881,38.059,16.059,44.792,91.143,101,4,5
19.281,24.328,19.881,26.111,21.344,253,1,5
17.243,18.157,12.3,-13.821,17.998,70,20,5
91.975,92.418,90.139,-14.462,29.285,79,34,5
56.8,57.533,54.167,-10.878,31.595,60,52,5
69.844,71.741,63.401,21.343,19.19,147,10,5
36.41,37.306,35.91,16.558,33.43,134,56,5
72.485,72.463,63.787,11.932,25.972,136,10,5
67.533,65,48.367,27.957,23.205,30,6,5
43.462,45.256,34.487,-11.097,10.607,78,20,5
39.506,42.013,43.104,-0.46718,47.389,77,79,5
46.654,49.808,49.346,-2.323,13.559,52,18,5
19.709,20.6,16.491,10.394,20.431,55,3,5
16.004,14.388,11.736,41.882,4.385,2283,4,6
25.535,25.327,23.917,38.54,52.717,639,6,6
48.542,57.708,86.042,26.634,11.847,48,2,6
38.385,41.062,40.2,0.001197,12.905,65,10,6
54.868,55.306,57.091,-13.424,30.558,121,15,6
57.726,62.934,50.406,31.697,37.187,985,1,6
17.974,16.61,14.163,31.573,86.804,2239,3,6
27.56,28.038,24.885,21.014,6.343,182,4,6
23.73,12.838,37.568,84.231,3.088,37,6,6
40.391,48.774,12.965,-28.522,12.478,115,17,2
33.293,39.853,11.2,-17.277,21.059,75,69,2
21.31,27.665,67.089,-10.386,13.304,158,8,2
41.379,44.825,17.971,-6.348,18.951,206,3,2
44.173,47.753,70.467,-85.936,13.657,150,11,2
16.227,23.9,42.182,11.433,65.543,220,14,2
46.391,50.057,29.54,-24.29,34.417,87,25,2
26.59,29.615,91.795,72.753,20.29,39,17,2
43.783,57.478,10.609,-37.712,24.232,23,24,2
15.779,24.253,59.579,19.959,85.063,95,17,2
26.333,33.404,13.246,13.085,21.588,57,11,2
20.292,24.804,86.667,-4.782,14.813,168,5,2
39.644,46.675,11.958,10.325,12.856,191,8,2
10.169,16.525,41.525,14.418,7.075,118,5,2
71.828,61.31,21.103,56.682,22.68,29,40,2
25.382,31.131,98.063,-0.13851,19.929,191,15,2
32.175,35.222,89.206,0.62504,17.374,63,26,2
31.248,39.826,10.314,-21.704,18.95,121,9,2
47.708,53.563,12.792,-35.994,25.197,48,37,2
43.106,54.423,11.366,-92.883,19.442,123,30,2
44.18,50.18,8.7,48.075,14.233,50,15,2
40.625,39.408,7.7,-11.335,10.477,120,14,2
51.505,51.085,19.989,-56.082,22.858,281,79,2
23.057,26.642,12.67,13.811,18.248,106,9,2
14.385,19.663,52.692,46.367,68.807,312,12,2
18.938,15.625,14.51,96.071,65.598,96,16,2
41.976,27.976,18.195,11.117,82.811,41,4,3
46.379,28.368,16.537,16.52,89.228,95,12,3
56.571,37.078,25.584,53.504,69.567,77,9,3
60.36,38.52,26.4,55.961,10.278,125,19,3
71.038,48.436,35.667,-61.979,12.24,78,18,3
75.27,50.748,36.496,53.144,13.146,115,12,3
80.31,49.982,34.345,0.15946,84.228,113,13,3
54.246,37.951,24.993,12.987,11.765,142,19,3
77.233,49.067,34.233,-12.479,11.814,60,9,3
79.426,51.556,39.37,11.355,15.487,54,7,3
87.807,57.928,40.663,0.63045,16.002,83,29,3
75.887,47.66,33.42,-34.898,11.959,150,33,3
82.478,51.638,36.696,-12.145,10.62,69,12,3
54.795,38.675,29.337,-26.149,15.582,83,39,3
64.587,41.346,29.019,11.246,96.734,104,19,3
82.828,53.138,39.586,-40.077,12.284,58,20,3
83,54.035,40.688,85.304,10.528,170,8,3
75.512,48.709,37.407,14.445,13.762,86,19,3
82.887,61.797,46.722,0.2754,16.902,133,10,3
97.254,63.373,45,-29.775,13.284,67,24,3
68.222,45.037,31.204,8.754,78.724,54,16,3
60.641,39.641,26.447,11.956,10.066,103,16,3
51.945,34.155,21.527,-36.699,64.832,110,8,3
50.036,32.036,21.786,97.753,70.714,56,6,3
63.638,45.085,32.638,-33.023,87.451,47,15,3
113.76,78.613,60.443,13.565,12.791,106,35,3
58.014,65.462,65.941,63.471,12.045,221,15,5
25.933,23.458,16.575,51.472,94.287,179,4,5
31.318,20.426,11.357,31.993,17.279,258,2,5
60.699,68.027,76.354,21.792,80.612,113,9,5
32.051,3,28.718,21.539,49.598,39,12,6
79.754,76.066,52.246,86.653,22.048,61,34,6
49.592,47.49,52.429,23.178,51.205,49,118,6
17.536,15.393,15.129,-35.492,19.922,140,5,6
26.353,31.743,30.605,18.993,17.782,167,6,6
3.25,16.154,0.19231,35.877,10.953,52,2,6
254.84,254.9,254.88,71.676,0.2403,193,0,1
210.94,214.04,209.18,12.821,30.938,170,3,1
88.094,110.19,57.391,82.449,33.111,64,22,2
112.4,137.71,89.671,22.148,41.073,70,25,2
61.4,81.964,47.3,13.837,26.05,110,39,2
71.015,89.588,53.515,17.191,23.978,68,23,2
63.038,87.99,43.524,-59.569,31.262,105,99,2
45.067,55.194,32.356,82.315,14.918,253,19,2
76.25,91.925,55.15,25.432,21.689,40,37,2
62.146,94.063,25.688,21.498,21.743,48,9,2
59.266,69.095,37.438,28.634,16.81,169,28,2
61.813,92.063,63.406,-5.1,41.796,32,89,2
81.392,78.931,56.971,66.783,24.586,102,37,2
66.421,91.5,55.684,90.278,25.697,38,16,2
63.619,88.631,59.75,0.50792,24.589,84,32,2
41.129,54.455,35.059,14.707,17.518,101,19,2
61.412,69.843,46.078,81.252,18.998,51,20,2
48.324,67.167,38.775,12.077,21.027,102,39,2
138.5,140.7,93.85,-18.055,24.537,20,27,2
126.23,137.77,109.86,-11.203,22.455,65,27,2
112.08,119.75,88.18,22.837,24.875,122,30,2
110.86,111.92,71.694,-19.329,26.763,36,35,2
130.44,131.97,104.91,11.894,27.505,34,39,2
113.01,110.17,67.386,-83.294,21.044,83,29,2
106.12,127.17,92.537,-15.526,19.555,41,8,2
119.45,115.47,102.63,94.494,39.502,144,48,2
142.15,150.24,149.32,24.874,50.403,34,55,2
132.87,137.21,128.15,31.484,47.88,47,143,2
137.39,103.61,92.078,-0.79187,20.056,51,40,3
140,106.35,90.5,13.963,11.17,52,20,3
134.19,100.05,81.356,62.375,11.932,59,21,3
116.65,88.654,71.481,28.933,13.79,52,14,3
126.6,95.433,75.967,-60.135,19.859,30,28,3
120.45,94.212,80.545,17.943,10.784,33,16,3
112.54,91.418,79.373,2.544,13.661,110,10,3
121.15,91.815,77.667,-10.688,16.639,27,18,3
105.05,82.543,71.457,40.096,16.508,81,7,3
125.98,100.02,84.268,83.197,11.609,41,9,3
166.48,173,181.83,-0.19063,19.333,64,19,4
174.62,183.06,192.26,61.448,23.56,34,11,4
166.45,169.6,176.28,-30.985,18.823,47,21,4
135.5,150.67,174.79,23.045,71.114,733,4,5
126.76,138.49,156.19,21.174,81.373,67,28,5
143.14,154.3,172.35,17.684,11.987,37,14,5
197.51,211.05,227.64,15.454,21.896,39,46,5
86.048,103.19,115.29,15.324,34.454,21,15,5
153.3,172.25,187.78,29.298,14.828,339,1,5
134.07,152.11,166.2,10.724,11.655,87,4,5
102.86,111.97,122.69,41.041,18.387,118,49,5
59.049,73.412,75.794,-0.53751,16.968,102,12,5
31.21,38.426,39.244,17.388,51.459,385,7,5
43.317,58.092,56.197,10.923,38.956,142,6,5
35.752,41.098,44.195,12.456,56.879,133,10,5
55.44,70.698,70.484,8.802,13.959,159,14,5
37.311,45.4,42.511,18.015,13.654,90,88,5
43.939,48.109,46.128,17.087,46.819,376,5,5
107.88,119.3,121.58,15.862,10.113,398,49,6
107.88,119.3,121.58,15.862,10.113,398,11,6
38.304,41.75,47.125,0.74489,31.258,56,3,6
56.634,46.552,42.866,33.402,14.643,328,13,6
50.679,52.849,57.755,33.569,98.617,53,12,6
51.894,56.452,63.433,46.544,10.525,104,22,6
33.698,38.016,35.984,-17.846,51.225,63,7,6
19.176,21.77,20.838,-35.519,13.4,74,8,6
21.63,22.87,21.667,-33.869,21.028,54,52,6
247.34,249.45,246.95,56.588,77.528,345,0,1
254.9,254.94,254.94,78.287,0.15487,179,0,1
89.875,118.71,22.514,-61.504,31.037,72,84,2
59.152,94.121,30.424,-11.32,17.893,33,29,2
69.705,99.863,50.189,85.651,45.033,95,6,2
59.143,81.914,8.8,20.545,13.818,35,11,2
87.349,96.349,17.279,15.211,13.808,43,24,2
56.411,63.056,23.922,-16.302,23.421,90,51,2
39.641,56,13.667,-16.635,19.385,78,47,2
40.011,62.521,10.766,52.034,20.578,94,11,2
38.175,49.052,12.629,13.118,24.795,97,19,2
59.416,83.267,13.743,-15.912,18.381,101,12,2
31.515,49.685,4.8,84.489,10.648,130,6,2
57.208,81.104,10.875,-14.006,23.364,48,26,2
33.352,43.307,80.909,74.499,13.619,88,15,2
33.283,48.174,13.076,-17.82,23.489,92,24,2
216.08,220.39,215.56,51.222,82.256,924,2,2
51.415,63.57,30.832,77.568,13.908,405,10,2
28.5,46.571,58.095,10.899,26.765,42,5,2
59.404,72.466,41.888,53.064,26.803,277,8,2
42.336,51.714,21.571,10.884,21.194,119,4,2
33.627,35.235,13.647,0.38991,10.389,102,12,2
23.862,32.029,10.052,0.1142,11.468,174,2,2
38.488,45.107,15.455,-0.96558,14.747,121,3,2
57.885,64.797,27.224,19.019,23.79,192,27,2
65.503,82.706,21.832,83.652,12.137,143,8,2
86.577,105.02,37.923,13.974,32.013,52,110,2
85.43,56.671,35.316,14.801,66.612,79,10,3
84.341,57.333,36.712,31.695,95.991,132,8,3
85.172,53.909,33.545,40.869,85.733,99,26,3
91.207,58.977,37.333,13.096,96.113,87,20,3
106.9,71.122,48.571,11.392,95.061,49,12,3
109.96,73.468,46.451,-1.823,11.237,173,12,3
92.523,61.227,40.045,27.069,7.233,44,11,3
108.98,71.926,45.959,47.878,52.407,121,9,3
102.04,66.89,43.17,38.357,68.826,100,6,3
107,72.663,50.494,-43.477,86.467,89,10,3
88.803,57.479,37.225,40.363,96.706,142,16,3
93.408,64.286,42.633,0.0089221,67.203,49,9,3
92.816,62.265,40.388,-89.359,87.605,49,14,3
62.643,38.325,19.329,56.289,5.179,252,14,3
91.594,59.352,37.836,-58.295,9.642,128,14,3
87.836,56.982,37.073,-71.211,10.539,55,4,3
102.5,67.053,42.855,-28.639,10.23,76,11,3
125.18,84.178,57.969,-12.422,16.661,129,21,3
102.88,69.83,52.264,70.179,16.158,106,31,3
109.56,71.28,52.8,19.416,12.628,25,13,3
130.81,94.722,69.278,-59.803,14.349,36,18,3
117.24,80.153,56.237,10.134,89.983,59,10,3
111.52,74.714,53.406,-55.888,13.697,175,21,3
119.8,77.625,55.625,31.905,11.246,40,12,3
107.48,71.545,47.86,2.939,13.101,121,14,3
119.07,79.483,55.207,-21.597,76.305,58,10,3
101.21,63.167,42.781,-95.898,14.203,96,25,3
101.31,66.212,44.523,-0.5862,17.646,151,20,3
121.46,82.649,56.316,-0.23487,14.308,114,7,3
124.74,84.109,56.008,30.527,10.152,119,15,3
133.46,90.377,61.116,22.828,18.153,69,22,3
118.09,81.407,59.278,5.044,11.342,162,11,3
136.18,104.07,92.389,-83.683,10.467,90,9,3
85.529,57.088,42.853,-13.179,91.788,34,9,3
79.816,52.959,38.51,15.292,13.337,49,19,3
83.894,56.106,36.875,-0.19099,78.971,104,3,3
88.351,56.5,36.856,45.094,97.572,194,11,3
92.015,61.015,41.323,51.194,71.869,65,10,3
103.22,70.687,48.09,11.861,76.773,67,13,3
105.83,71.833,44.583,45.605,53.094,12,8,3
100.24,65.907,41.722,0.77554,14.091,54,16,3
108.82,71.774,47.011,-61.221,99.454,93,12,3
113.16,74.765,48.5,0.52657,12.135,102,9,3
117.51,79.973,55.541,10.545,10.891,146,9,3
106.49,75.633,57.201,0.023753,78.035,169,9,3
203.11,202.07,209.87,66.375,12.108,45,23,4
203.16,200.51,209.71,3.441,93.886,92,26,4
202.55,200.41,208.52,-34.461,87.412,114,15,4
205.08,212.26,224.58,21.334,15.311,285,2,5
247.39,251.03,251.89,48.806,63.224,66,1,5
135.53,135.35,134.5,57.209,26.651,236,1,5
103.89,110.32,120.05,-14.038,10.519,19,19,5
37.969,44.124,43.837,12.363,22.83,129,32,5
20.993,22.269,15.485,32.949,12.605,134,18,5
35,37.569,31.345,1.947,20.044,58,9,5
19.038,21.25,92.692,-11.639,75.628,104,7,5
54.337,51.198,25.782,20.667,11.87,101,15,5
26.119,25.786,10.119,31.457,73.931,42,6,5
23.051,22.708,22.287,10.209,66.717,195,5,5
51.747,50.843,45.554,34.923,17.722,83,4,5
71.824,69.108,59.402,-0.21396,4.844,102,5,5
66.182,61.636,49.818,17.41,11.141,33,19,5
34.38,31.177,18.949,15.826,50.885,158,5,5
76.741,68.671,58.576,55.833,28.259,85,3,5
42.575,39.358,27.552,15.401,41.053,905,7,5
64.469,63.34,56.864,22.474,47.623,403,7,5
61.759,70.142,63.461,35.048,57.605,141,6,5
45.365,46.821,33.117,17.39,34.036,351,4,5
61.14,67.41,56.79,34.997,53.362,100,8,5
104.63,117.53,104.14,14.733,6.474,43,9,5
66.261,74.597,56.066,-0.50624,80.725,211,9,5
58,63.854,49.421,10.232,94.621,178,5,5
77.914,88.514,81.029,-16.16,56.983,35,4,5
80.857,94.76,72.387,10.269,65.012,470,2,5
44.622,39.083,32.409,14.202,55.005,230,1,5
41.239,27.207,18.086,53.935,1.516,444,0,6
30.218,26.583,17.583,36.681,58.069,156,4,6
23.614,20.737,14.631,25.898,6.369,415,4,6
254.95,254.96,254.97,84.895,0.048733,2248,0,1
254.73,254.75,254.55,73.865,0.30415,543,0,1
241.35,242.4,242.93,74.004,82.374,811,0,1
255,255,255,89.309,0.0072588,4428,0,1
255,255,255,89.309,0.0072588,4428,0,1
255,255,255,89.309,0.0072588,4428,0,1
253.69,254.05,254.16,86.817,0.79163,3565,0,1
254.96,255,254.99,87.823,0.035043,682,0,1
245.44,247.88,245.62,73.566,35.013,3295,0,1
254.24,254.29,254.26,73.391,12.466,680,0,1
254.77,254.77,254.79,85.937,0.44502,2102,0,1
249.89,251.69,251.2,41.335,3.957,122,1,1
252.69,252.77,252.05,70.402,19.701,847,0,1
254.93,254.93,254.92,84.981,0.12384,269,0,1
249.71,250.53,250.64,71.332,3.868,1669,0,1
254.99,254.99,254.99,86.765,0.019464,1669,0,1
254.93,254.94,254.94,77.872,0.169,282,0,1
254.99,254.99,254.99,88.026,0.039932,684,0,1
254.99,254.99,254.99,88.026,0.039932,684,0,1
254.88,254.93,254.91,79.474,0.10643,643,0,1
254.27,254.68,254,62.098,0.58857,238,1,1
254.78,254.75,254.71,78.607,0.30759,300,0,1
122.89,145.51,107.49,-77.744,33.035,47,51,2
157.49,174.33,151.82,14.752,20.966,636,9,2
132.7,150.72,99.149,-10.68,16.231,74,14,2
95.965,101.29,71.565,-42.761,22.153,115,22,2
58.816,61.011,44.034,-78.023,16.83,87,13,2
52.182,60.782,44.2,30.082,26.957,55,20,2
146.18,173.24,107.06,20.756,19.052,33,21,2
